tsne_1,tsne_2,kmeans_label
-56.28697,12.2318,5
-32.99854,-27.860415,5
-13.05769,27.639503,4
31.052141,-35.937046,5
-26.994091,29.001904,4
-23.373709,50.10922,2
0.30817226,-54.808147,5
7.249061,80.310905,2
-36.31507,-5.4920444,4
11.440459,12.511695,4
81.53617,-28.482365,5
-86.7442,12.198239,1
7.8520794,35.41894,4
24.603596,-79.59665,5
19.312897,-43.02025,5
0.91594774,2.9096656,4
-44.11423,14.981711,5
47.291157,47.705177,3
26.069958,-74.14209,5
-87.1601,19.665834,1
-30.527498,64.77732,1
-41.69322,66.32445,1
-30.921202,64.26769,1
-30.875576,2.5318954,4
-9.186678,-47.189476,0
-7.1648707,-8.438671,2
-39.312454,59.256584,1
63.75816,19.154993,4
-73.806526,-6.083337,6
7.308938,-13.331564,4
-84.24558,24.676874,1
41.010063,18.019514,4
76.447075,35.397915,2
-21.655643,-65.87839,0
-23.051533,-12.606684,4
4.4078827,-76.345085,5
-59.33326,32.397896,6
-47.018524,43.60837,6
-27.547222,34.22337,4
-6.656431,64.4805,4
0.8859557,-76.493095,5
99.270645,19.112173,4
-73.823395,-11.167451,6
-17.447659,-88.54392,0
-55.010933,-56.220276,5
-2.3287463,-61.870842,5
-35.836815,32.41277,4
-6.9568853,52.494503,4
12.4539,71.22276,2
-24.919897,-13.333579,4
49.205894,43.30474,3
15.312212,87.286674,2
-66.84264,-47.44479,5
-11.412946,6.227381,4
77.11189,-27.574213,5
-78.03029,-11.710494,6
-41.188774,-26.935192,5
13.577548,88.91701,2
31.25071,-45.89922,5
-10.236383,97.554214,4
44.92235,61.799866,3
20.800585,40.227245,4
-68.737816,-39.47962,5
78.852875,-22.875376,5
-8.647775,-4.8096323,2
45.30279,66.806015,3
-48.449535,-9.474753,4
99.583755,22.049696,4
-29.442545,-65.31876,0
-39.1335,-34.77617,5
-2.1047554,-70.691185,5
67.508354,23.83171,4
12.453933,71.222824,2
37.76698,-50.142773,5
-56.524445,-55.955246,5
-72.253784,47.331642,6
-83.21572,-5.131981,6
-35.37071,67.56828,1
20.19806,83.87003,2
-17.093588,-4.0530844,2
-41.834064,13.75039,5
9.929229,13.363637,4
-46.869785,-13.167628,4
36.575275,-31.924664,5
-62.19204,30.013357,6
-44.742554,-7.8497114,4
41.612003,10.464412,4
69.20333,2.8543627,3
-37.90287,-37.0313,5
-22.206821,-88.83773,0
8.386654,70.64375,2
45.62718,10.449187,4
18.205412,36.7329,4
46.11073,40.740536,3
-38.370205,57.893738,1
39.70663,-45.198063,5
-11.831207,5.756431,4
-8.317895,41.207573,4
-82.51026,11.6389885,1
-42.836765,14.1365385,5
-19.763294,-40.121326,0
27.494297,-24.773926,5
0.6911485,-59.025436,5
-62.66412,33.168674,6
7.7382016,80.19922,2
66.13552,17.33672,4
55.97575,-34.35867,5
23.523518,-73.29733,5
96.47285,21.510942,4
-34.951145,-42.52047,5
8.550468,81.19165,2
39.577354,-45.463783,5
16.994701,-45.472332,5
41.74066,12.457634,4
2.913941,-16.555683,4
26.750378,77.11526,2
26.9358,-34.24662,5
-85.82506,26.473518,1
-18.304836,75.843025,1
-75.23092,-9.583929,6
7.752864,82.011734,2
13.396422,16.061975,4
-8.309489,92.685356,4
-13.9173155,94.449615,4
-7.8564544,-4.326503,2
-5.9648476,64.3365,4
-0.79192996,-68.77595,5
-1.18279,-68.68875,5
49.932922,-33.6677,5
-36.022354,67.57915,1
0.62144387,-31.535929,4
-19.929314,-92.3979,0
-86.351585,23.85798,1
31.807226,56.1491,3
85.36668,-25.159311,5
-61.177242,-23.912947,4
-1.3444169,27.071106,4
4.226726,-57.948303,5
-44.71875,-7.8106794,4
0.04149253,-71.91422,5
41.83988,11.510675,4
-5.082232,-29.065168,4
-13.324076,-94.66903,0
11.0972595,85.64703,2
-20.025982,-3.1104555,2
-17.418858,-34.942265,0
31.125425,-48.171925,5
6.8104415,81.20561,2
50.723854,-42.08081,5
-41.117188,-6.1696277,4
-76.64366,-13.08536,6
-36.44934,-28.005089,5
48.718445,44.708527,3
28.983538,-73.539474,5
76.62121,3.9216516,3
31.586506,-17.3403,5
-8.892047,-18.175459,4
4.552899,-56.694794,5
-102.597626,-5.101673,6
24.054224,-68.29002,5
24.868797,77.56156,2
-20.08165,-13.448843,4
13.875608,88.8386,2
29.391506,-79.47528,5
-21.038157,-85.70177,0
-37.88124,59.78894,1
20.058903,36.25079,4
61.243767,20.07872,4
17.83068,46.746754,4
-27.845999,-18.465622,4
28.382368,-79.484085,5
-51.70427,11.737632,5
-18.882435,-35.52345,0
-63.346622,-50.6465,5
-8.52048,96.08743,4
-30.313623,1.3341405,4
-32.579174,-27.371119,5
-59.701332,34.131016,6
0.41839537,-34.358173,4
-19.697538,-1.3716118,2
13.212916,-31.58827,5
-29.53013,-60.586205,0
31.547575,-16.253906,5
-74.56031,-7.1110826,6
0.68221,-58.99378,5
-16.873978,-92.18125,0
-8.23587,40.50333,4
35.78976,24.463602,4
18.34884,41.431152,4
-11.552058,50.57828,4
15.259828,38.07433,4
32.97392,-18.12388,5
-72.94542,45.278812,6
-27.035461,31.716341,4
78.67963,33.196117,2
-27.384785,45.084854,2
-6.8427076,64.80966,4
42.319057,46.120815,3
79.23343,34.315685,2
10.21498,9.844436,4
-59.664543,-49.528114,5
-54.302902,-55.100716,5
-88.39816,29.425959,1
34.987267,16.89377,4
72.83397,-5.7769127,3
17.63259,-41.04993,5
-76.98567,-2.282183,6
20.092524,-22.144217,5
-23.178926,70.705696,1
-32.3383,35.40484,4
-59.527412,-25.22893,4
-39.146404,14.803412,5
-19.182777,-5.966606,2
-35.916264,29.560513,4
8.087655,76.11636,2
-104.03725,-4.41188,6
26.990982,-73.16736,5
-30.467323,2.254621,4
-57.672478,67.817604,1
-32.359715,88.628334,1
-86.72446,28.193207,1
-18.158335,-2.8931274,2
-3.3235955,-30.221212,4
-70.5642,-43.30798,5
30.9797,-48.259487,5
-5.955426,-28.325191,4
48.4773,66.964035,3
-1.7778865,-67.58651,5
5.469482,-60.09412,5
-39.305206,-9.048405,4
-58.052563,-19.606823,4
46.891914,-49.964596,5
7.23738,71.25701,2
18.331902,1.5527534,4
79.702,34.20921,2
19.525839,-34.850975,5
33.05199,-14.685139,5
-48.940617,43.24161,6
-33.62985,-36.585674,5
26.218693,-89.701004,5
-50.089848,7.185976,5
47.355328,-39.62945,5
15.296364,-43.047665,5
-55.61962,-55.332775,5
-69.15954,-5.2272573,6
21.48798,-40.216766,5
47.79061,-33.975014,5
-14.516307,-96.091255,0
1.4534097,1.2989404,4
9.603768,38.013966,4
68.04702,-3.7154245,3
-25.399054,-83.762344,0
10.128442,35.406113,4
-30.321022,-62.798504,0
-8.067743,43.320164,4
13.967365,-35.7874,5
51.343452,39.638145,3
17.207531,-44.43517,5
83.94219,-27.589344,5
-58.792145,32.38554,6
-89.02659,24.353245,1
-86.52386,26.515184,1
-30.276573,65.6958,1
-41.651897,-40.77663,5
42.388905,-17.006205,5
-58.165817,27.352127,6
40.85703,-20.837107,5
45.02551,-55.335968,5
8.178075,70.44691,2
-33.111168,88.46639,1
22.142586,-71.895226,5
14.678853,-9.568233,4
-2.5074174,-31.844717,4
29.090443,-37.48983,5
19.343908,40.388123,4
-57.106083,36.861774,6
-13.2052965,27.778002,4
-18.368965,-36.99279,0
-24.40662,-84.02395,0
-34.551228,32.69766,4
37.484222,7.0099306,4
-56.47951,67.80653,1
-14.246846,-95.77547,0
41.360012,3.7360427,4
43.847794,-52.026775,5
96.83301,21.011618,4
-20.02005,-33.85133,0
45.47116,60.491436,3
6.4700227,71.60592,2
74.76965,-4.3279305,3
18.789927,73.33979,2
12.137774,7.162187,4
76.653824,-3.221435,3
54.512573,-42.2078,5
45.64477,11.354719,4
-29.287199,30.337154,4
43.14671,68.267975,3
45.847397,0.8548606,4
-81.99684,-14.388246,6
24.782028,39.847607,4
31.965958,56.78931,3
23.720188,7.445,4
-44.11175,12.438901,5
10.698227,86.66178,2
11.985319,85.22627,2
-76.1894,-2.9459727,6
-81.18245,23.226278,1
-50.61208,12.597814,5
20.925959,12.528143,4
1.4592631,23.49591,4
-24.66172,70.07334,1
65.78301,17.561024,4
42.879147,15.838948,4
-22.57253,49.03365,2
-25.150253,11.81693,2
78.20771,5.5124636,3
74.52992,-4.271598,3
-13.875665,-98.38702,0
-99.932884,-0.8930025,6
12.3130865,6.662228,4
-45.065502,-8.089711,4
19.105352,-30.101522,5
50.913822,-23.177576,5
18.668457,38.992756,4
-40.70591,-39.523853,5
-87.723885,21.985329,1
-41.666203,-27.717716,5
9.865758,46.17392,4
-20.430286,-1.9202503,2
-0.43195483,-71.64254,5
14.133887,75.21971,2
-8.2037325,-28.907812,4
15.92608,3.9943864,4
2.1316292,-73.727394,5
-46.26012,-12.605861,4
18.073395,-75.922775,5
-54.54176,-54.706024,5
-88.824165,20.060242,1
21.436584,4.7957354,4
-46.538166,21.468788,5
-25.75384,30.223127,4
-18.548298,-85.64831,0
77.81985,2.5983799,3
-61.32988,30.53473,6
-9.100321,92.21842,4
53.288998,-28.053234,5
-101.76839,-0.7930194,6
1.1320168,-55.527912,5
33.187183,-43.081615,5
13.3372555,35.830036,4
65.911865,-5.849317,3
12.210652,75.094025,2
16.243216,70.44976,2
97.51443,18.463238,4
17.752607,-39.82554,5
-3.4652178,-60.89789,5
32.652878,3.4814863,4
-26.00725,-18.815542,4
36.674995,6.2396975,4
-12.019636,6.824367,4
-18.017632,-91.58631,0
20.264402,48.36638,4
53.701405,-35.759148,5
25.848728,42.873314,4
51.11609,39.744793,3
-37.273758,-30.003258,5
-35.71825,31.345116,4
78.81197,-1.5972904,3
-50.764908,15.728047,5
41.28614,17.309467,4
45.162014,0.79448235,4
-86.40403,21.069206,1
-19.485971,-61.78639,0
-4.453891,49.895153,4
-84.6053,19.498365,1
-88.311775,25.500126,1
19.96665,-72.50247,5
3.8528008,-58.64824,5
18.202587,16.625883,4
19.829504,36.268272,4
2.5836546,-77.05095,5
-41.769104,10.80229,5
51.0688,41.78443,3
-9.926026,97.864685,4
40.5945,-44.716396,5
-60.616528,-53.15965,5
47.294113,67.508064,3
66.32948,17.268604,4
-17.135168,-3.028507,2
-102.30999,0.025187181,6
-24.42223,-84.17901,0
-49.341,14.105013,5
13.663365,16.350193,4
-18.838816,-0.33725056,2
-4.514741,14.569271,2
-38.74543,68.11517,1
-68.14948,-41.106853,5
-54.735275,14.353001,5
-66.58356,-48.555187,5
-25.478294,69.861206,1
-26.673206,47.009247,2
-29.105122,1.8048493,4
-32.557777,88.619934,1
9.202438,-13.439513,4
47.037075,-25.707685,5
-63.93663,36.70286,6
-43.628193,-29.362345,5
-19.441723,-40.334393,0
-36.08111,59.178867,1
30.362747,-25.220139,5
-86.473495,21.2346,1
-21.08451,-3.051704,2
68.81794,51.27921,3
49.975697,-33.867382,5
23.106821,20.16862,4
-4.7269917,14.308442,2
50.174877,-26.913273,5
23.245537,-25.7773,5
39.016277,11.722473,4
12.527995,76.491455,2
77.17411,-22.042181,5
-84.479485,19.513891,1
-16.704584,-96.883095,0
41.51033,39.90102,3
-35.114685,-38.923958,5
18.687525,-44.232903,5
-27.320162,-18.33195,4
24.523777,17.39477,4
43.872787,12.159167,4
80.53365,-2.0257437,3
23.495533,44.56315,4
-69.53918,-37.769726,5
33.413074,-14.306876,5
-26.997,28.314808,4
39.73139,4.8944387,4
12.077314,84.68884,2
79.420456,1.0463452,3
39.386314,12.660164,4
-1.2424834,-33.964115,4
100.01174,19.851028,4
21.49928,-75.1605,5
38.110558,-28.381708,5
-11.8977585,97.94515,4
-24.349089,-13.970471,4
51.7413,-50.553616,5
54.275112,-44.11727,5
-7.1820426,52.61482,4
-54.061283,65.564026,1
7.292871,-14.838706,4
22.876747,-35.655655,5
11.331759,44.740417,4
-19.854195,11.963618,2
15.8288555,37.80914,4
-37.177925,-36.090225,5
28.485563,-79.36754,5
31.949951,-16.250887,5
38.3901,20.335543,4
33.303413,-6.019743,4
42.814133,-22.584625,5
25.418106,78.91763,2
19.778004,40.797386,4
74.00268,6.558473,3
20.649282,10.354786,4
-53.486805,8.044419,5
79.68382,-30.912413,5
-60.43087,-46.286568,5
-19.31379,-93.616844,0
53.973022,-42.40013,5
27.617844,-36.58602,5
-13.822015,-98.367294,0
-17.260668,-90.52733,0
19.5412,-33.069283,5
-29.268429,35.687008,4
46.01519,-43.476234,5
44.196968,-18.50317,5
-30.96087,64.37561,1
42.202335,-50.570724,5
20.68227,-37.70757,5
19.02158,-43.322178,5
31.286818,-25.0886,5
52.569546,-22.612627,5
-35.927357,-5.6890917,4
1.4910545,-60.28493,5
48.046307,45.45791,3
-26.950872,-86.50349,0
-29.388922,2.1334608,4
17.70239,-26.62791,5
68.383224,20.803717,4
43.126667,2.5682786,4
-28.115555,-58.957706,0
2.0868905,-15.731529,4
68.23248,49.327778,3
75.754196,6.305841,3
16.152292,70.64293,2
-24.746895,-60.069733,0
32.40214,-4.552497,4
5.5301085,74.193344,2
-28.24495,44.62821,2
-17.576647,-1.8337991,2
-21.443455,-18.817884,4
5.554926,-16.505104,4
56.183876,27.18057,4
-20.949741,75.71418,1
30.712088,-32.79807,5
77.42489,-24.77303,5
-17.09109,-1.9542224,2
-26.254421,-89.20005,0
-67.97135,43.980698,6
-17.520065,-1.5444813,2
76.50452,32.1879,2
3.393957,-12.249334,4
-67.87509,46.558857,6
18.233633,3.6231143,4
42.615517,39.08264,3
77.15713,33.760666,2
24.909046,-18.403566,5
22.870062,-23.145163,5
-6.6768413,64.193344,4
-58.811813,32.043713,6
-59.76931,-25.476006,4
48.970467,-30.84246,5
67.968925,21.370968,4
-56.30803,15.820867,5
-50.143147,15.584499,5
27.13868,5.2295966,4
-81.59231,-8.022409,6
76.91187,-2.3101296,3
-24.115213,-12.9312525,4
14.6835785,3.2379403,4
-10.78727,7.136077,4
-104.28966,-4.385343,6
32.71647,-50.631886,5
-10.77943,7.094527,4
-2.1752095,-70.568985,5
-20.962269,-12.609987,4
-75.2309,-9.583867,6
-43.881844,-29.523571,5
-26.369768,-85.41955,0
-32.725468,59.938892,1
82.58077,0.7975472,3
-71.06607,-40.54387,5
-101.68778,-2.298102,6
-33.008682,86.73932,1
-22.70125,-83.701,0
-40.8817,-41.602325,5
50.552624,-49.784786,5
-1.2256696,-68.51568,5
-81.441055,-11.67496,6
-35.324287,-41.69755,5
-60.77259,-46.765446,5
-87.34573,22.033657,1
3.7834647,-75.80805,5
1.4117011,-64.33547,5
17.198088,2.889012,4
2.3681455,-65.96797,5
65.831955,-6.867111,3
3.2708113,-56.98927,5
-35.11763,60.386517,1
-33.049767,67.447655,1
66.750824,55.0668,3
46.237793,62.603672,3
-26.118168,-89.030045,0
35.694298,-41.396263,5
20.14439,83.95076,2
32.779522,-41.440037,5
-69.71001,-40.41987,5
-80.873276,-2.4290092,6
43.809124,5.531285,4
24.193478,43.455345,4
-8.298321,92.779465,4
28.087767,-31.158783,5
-55.401947,33.141796,6
-11.817062,27.51944,4
22.032965,2.5278506,4
77.19912,-21.01264,5
-31.549454,85.834335,1
11.019384,15.803901,4
-18.596918,-36.726067,0
72.745316,-5.361266,3
3.116981,69.946396,2
22.793701,44.5391,4
-11.428759,6.1230245,4
16.09048,35.97647,4
26.41143,11.503461,4
-82.80707,-10.947291,6
66.534676,-4.2490993,3
-78.95928,-15.254162,6
21.105797,-45.498875,5
-45.213524,-13.329683,4
61.42572,21.199812,4
41.951977,38.468826,3
-41.890823,13.742593,5
45.894833,0.4781549,4
40.22695,7.75089,4
-6.2901325,64.60935,4
-55.558617,6.937135,5
69.830505,-6.9506717,3
19.19773,38.68145,4
-57.0332,15.129238,5
82.587654,-21.967587,5
-58.713993,-20.067938,4
23.815735,-74.76056,5
68.45737,49.494793,3
68.45953,-6.749408,3
12.784144,40.292576,4
17.522203,18.322395,4
-15.486288,-94.75879,0
-9.935712,-47.26111,0
-27.718084,-61.946278,0
-44.71358,16.084633,5
12.449779,41.00835,4
48.788876,-28.164957,5
-27.041828,28.002594,4
20.019753,45.949543,4
19.471119,38.534817,4
25.20477,19.667257,4
-7.774533,-26.869097,4
-41.953575,9.927048,5
81.560776,0.69982725,3
33.560467,-25.812634,5
13.7381315,16.210371,4
-5.8252525,-7.018186,2
32.644424,23.404572,4
-25.946045,-88.427124,0
-32.804165,36.901413,4
-1.3834792,26.90777,4
-69.42444,48.617035,6
-28.739887,-0.6129913,4
-11.548117,6.014934,4
-36.06351,-27.944754,5
-61.898273,-24.404974,4
52.466938,39.036392,3
-7.7468877,-4.0449367,2
24.996815,-69.560074,5
-14.63314,-98.17515,0
61.05152,20.917383,4
-1.2979635,27.48263,4
-84.2645,25.332575,1
-29.551119,-60.989338,0
21.381874,-36.96302,5
-7.202191,49.268875,4
-35.7507,-45.722923,5
26.746502,77.14025,2
10.805459,35.378487,4
56.049847,27.127022,4
-17.615011,-93.13398,0
38.333347,-38.65958,5
-12.804372,-94.64719,0
-29.67177,30.85172,4
-32.043835,88.07095,1
-28.671177,-64.31788,0
37.535553,7.937329,4
-87.65234,29.37192,1
29.766079,16.490566,4
87.25871,-20.75468,5
73.99229,-4.111699,3
-38.778614,68.246735,1
19.784391,-80.81396,5
-82.67702,-11.547358,6
5.7506113,87.30108,2
76.10465,5.6292157,3
-35.200558,29.665653,4
45.740467,-15.539025,5
14.715127,-10.355657,4
-38.966915,-43.24723,5
-37.474167,61.612564,1
-4.198763,-31.780853,4
-18.360388,-36.972797,0
-35.880627,60.586075,1
33.642902,17.264011,4
44.91232,40.074387,3
13.312378,70.09975,2
46.017395,-55.285007,5
82.93289,1.5438287,3
-1.3248502,-59.040108,5
22.749208,3.1029327,4
18.70127,35.89892,4
-70.78713,-3.3326337,6
-70.38868,46.39307,6
23.245518,-25.777292,5
13.554096,-35.937775,5
-7.1806216,-6.411036,2
-8.4392805,-17.447306,4
23.687578,-69.210815,5
50.8819,-34.24248,5
-63.78071,34.86622,6
-56.095867,12.808583,5
88.105034,-23.52064,5
-84.43756,18.902498,1
-56.794674,-18.485373,4
77.30277,31.871569,2
38.130447,-42.115486,5
-60.613556,-46.077927,5
-66.78666,-47.87466,5
25.581047,41.101303,4
7.834846,44.11345,4
-8.075748,-17.722105,4
-69.347694,-37.458935,5
-44.694473,-75.05505,0
-31.335869,87.82074,1
-105.46384,-3.8456159,6
26.547836,-27.284307,5
27.821972,-81.05758,5
18.557901,-27.11144,5
-12.777939,27.060572,4
-37.474022,-30.819569,5
-12.742417,27.483744,4
-0.9544346,27.682865,4
-17.250195,-96.48902,0
-63.013668,32.863052,6
-1.0534093,4.5561523,4
42.972836,-19.983433,5
-83.43205,10.09537,1
-83.92728,24.159044,1
-76.522575,-5.8594627,6
-27.07876,-89.75938,0
67.660416,50.9469,3
24.17655,-22.983604,5
-21.36304,-65.58962,0
33.913414,20.569555,4
-33.27399,35.66721,4
-56.99241,7.5388536,5
44.29479,6.951607,4
-0.44594774,-32.300762,4
-40.29357,-29.036758,5
-25.91492,30.628334,4
3.6615517,-75.75418,5
16.61063,-44.05751,5
-11.304884,-50.233322,0
-12.453502,23.597826,4
27.049934,16.11814,4
67.60503,20.949087,4
21.690208,-38.722786,5
-88.261185,24.07385,1
54.268272,-32.762974,5
64.53693,53.61846,3
47.573536,66.03013,3
-103.040565,-1.4558017,6
-57.206154,29.892511,6
-7.356988,65.336205,4
-29.78806,-60.701897,0
-42.840374,-11.664015,4
25.01151,-73.48869,5
-55.047913,-57.19632,5
43.11653,12.74484,4
-35.975113,60.48374,1
-18.64251,-84.82453,0
20.47655,-87.10703,5
-21.42714,-18.863958,4
-84.24814,9.583153,1
-28.706734,29.922798,4
-83.83879,-13.252357,6
61.088974,20.668835,4
35.951263,19.262526,4
80.62054,-2.0091417,3
25.092924,-18.723442,5
12.966397,10.731773,4
-76.99041,-5.341868,6
19.895277,-80.80185,5
-104.39002,-4.630964,6
-44.05187,9.2329,5
-81.44442,-7.889519,6
1.0731091,-54.92234,5
-8.429539,94.48893,4
87.25871,-20.75468,5
67.36118,55.86548,3
19.815487,-21.63751,5
50.620804,6.5237126,4
-36.69584,-45.828632,5
-39.29373,-28.81201,5
-31.931684,63.62406,1
3.878336,-75.28198,5
-23.864027,-66.49493,0
18.674877,-44.438488,5
-55.823135,-58.792225,5
30.025454,-72.619156,5
-5.480171,16.311836,2
2.3667147,-59.46868,5
17.918737,-28.595655,5
-28.096865,35.428143,4
47.679832,45.32126,3
-36.29007,66.87097,1
30.766466,-32.79959,5
0.5846091,-75.3356,5
-72.10465,-40.11591,5
-4.350742,53.10111,4
-83.49047,20.603043,1
-46.613922,43.95718,6
47.427795,2.1271136,4
20.055828,72.97397,2
-19.341875,75.274155,1
26.637884,77.150955,2
-65.737885,-41.659847,5
-41.560867,-29.244143,5
79.16426,35.469387,2
-73.345634,-3.4729216,6
68.77112,-1.1492708,3
71.22683,-5.9827995,3
-24.171778,9.800039,2
-13.615635,23.363716,4
-82.87717,11.069922,1
3.030756,-18.404465,4
-60.97418,-45.911472,5
-73.05536,-39.93024,5
-2.9578495,14.9412365,2
1.961717,24.352718,4
-36.15904,32.46039,4
7.442091,-15.2771225,4
-12.336781,7.461015,4
-49.801373,12.312149,5
-46.55547,21.410397,5
11.617184,11.624375,4
-24.974268,-88.43406,0
-29.419703,41.510033,5
-9.700031,49.372826,4
44.035213,-50.381493,5
-38.62225,-41.248745,5
-42.226986,-11.223933,4
75.26991,1.4861423,3
-45.23417,18.457436,5
44.66678,-25.766184,5
-41.38325,-33.494236,5
-9.926026,97.864685,4
-11.62017,6.517805,4
-19.04567,76.69831,1
-5.033847,15.299343,2
6.4049025,-8.856718,4
-6.1787925,48.52558,4
-37.78411,59.647495,1
-36.429836,-40.766415,5
77.119354,-22.880762,5
30.920599,-48.21483,5
23.091574,-85.450035,5
-21.912304,-85.47627,0
5.477645,-59.856823,5
-28.116463,-59.519184,0
-27.075274,33.133995,4
-8.982088,91.94671,4
-17.698946,-92.865906,0
53.104767,-35.9183,5
22.704206,46.454094,4
18.683216,-27.092344,5
1.0934237,2.9616208,4
-73.020226,-10.564252,6
33.66567,-46.730667,5
48.029095,67.01938,3
11.178994,7.4966345,4
10.192263,46.923164,4
35.823544,17.604332,4
-43.27893,16.431883,5
31.51078,6.994798,4
-55.56398,-52.795757,5
7.1559997,39.65847,4
-102.45325,-0.5911164,6
-41.872692,10.737273,5
18.45337,14.398401,4
11.426492,48.70721,4
39.616177,14.7346735,4
-19.278048,-93.90811,0
77.93591,32.28016,2
18.021057,46.961338,4
-26.78215,-89.8418,0
-19.539877,-39.48553,0
-1.8841779,-66.80795,5
-102.94204,-4.589827,6
4.1007695,-17.472395,4
-41.031464,67.92278,1
-74.5134,-6.3140035,6
15.066782,48.105415,4
25.799532,-86.56268,5
30.224356,21.223175,4
14.888006,-9.576091,4
14.441244,74.64302,2
41.414227,39.93826,3
8.113213,44.091873,4
-73.63751,45.694576,6
-38.92566,11.703231,5
-85.52195,23.662348,1
22.92095,41.068058,4
-41.031437,67.64459,1
45.69796,11.872528,4
32.819447,23.536526,4
-72.795204,47.234627,6
-22.176132,15.186005,2
22.396414,-32.868603,5
39.41943,10.750232,4
7.80912,82.97208,2
-46.7836,21.646252,5
32.990776,5.7590094,4
77.655045,32.151882,2
67.38168,17.996338,4
-2.1080122,-72.766975,5
-49.99563,11.807593,5
0.45874995,-65.562485,5
-8.913429,-17.614492,4
32.520996,25.46506,4
-80.6703,21.755318,1
25.103357,-71.08318,5
33.421898,56.505447,3
11.9663925,5.8260555,4
-16.394653,-91.27692,0
-21.391428,72.631035,1
-80.6105,14.974708,1
88.471306,-25.349333,5
11.214605,39.150524,4
-8.076,65.62579,4
19.622566,14.198867,4
-70.57391,-41.80507,5
-38.875805,-45.01112,5
53.288258,-40.252327,5
88.81267,-22.993563,5
-29.258759,2.313762,4
-31.273037,-27.416395,5
-41.051777,-9.101239,4
-40.22027,60.02839,1
-36.37778,67.33535,1
-44.336468,-76.022675,0
47.62071,2.24161,4
19.371119,-36.89239,5
-42.59141,-5.5278244,4
63.23789,17.189623,4
-11.769669,95.10558,4
40.70887,16.858212,4
0.4185658,-32.331093,4
10.066825,87.09217,2
20.506556,-85.04994,5
80.229385,-28.104792,5
-87.722435,28.892572,1
-81.66942,-14.865216,6
12.9316225,84.70908,2
-103.64844,-4.990865,6
18.485252,20.216297,4
31.763693,55.533566,3
-65.69903,-43.431545,5
-75.291626,-2.3154702,6
-26.159552,45.938293,2
13.485082,47.09955,4
-0.84244746,27.885332,4
-8.441877,-28.574501,4
30.304996,-1.1326407,4
10.841093,47.835613,4
78.49803,33.01238,2
11.400025,11.704973,4
-7.3438506,52.5003,4
-55.930355,-51.997715,5
-85.88247,25.582418,1
-18.605328,-0.69936997,2
-83.57599,13.683744,1
30.894028,-3.37205,4
-8.338503,40.69925,4
79.77485,-31.148817,5
69.41466,3.0997941,3
0.49090117,-75.54613,5
32.750378,8.706173,4
-58.294735,-56.821617,5
-55.13552,33.33171,6
-20.632116,-83.65628,0
23.499296,-22.146255,5
-15.560077,-97.01651,0
81.31599,-25.013552,5
2.9236226,-76.18188,5
2.473501,-76.91424,5
-41.70445,14.904023,5
-8.931609,42.449574,4
-38.192333,-45.24716,5
51.648476,-41.41206,5
23.738985,-34.53929,5
46.508694,-19.173409,5
48.8675,6.490047,4
-37.468407,-34.955738,5
53.83921,-45.342625,5
-40.942802,16.699234,5
29.255978,-3.7669234,4
42.592567,42.647648,3
21.057117,-81.22613,5
-60.422264,28.617722,6
16.934324,71.12936,2
52.20309,-41.394356,5
-11.3623295,-50.217003,0
-36.7714,-44.544388,5
-45.419167,-9.398735,4
26.462166,-38.56332,5
36.529377,-48.923626,5
51.195164,41.61236,3
48.539406,-44.356014,5
10.69954,36.17953,4
83.935356,-27.59826,5
25.985683,-38.108025,5
-69.746185,43.587273,6
76.11436,-3.7871366,3
-1.2979635,27.48263,4
45.10666,-15.58624,5
-24.360863,10.651726,2
-41.283894,-3.3554018,4
-104.93486,-4.281285,6
-57.303947,68.85684,1
-35.597263,28.3824,4
47.34628,5.5830407,4
11.3034115,48.39392,4
-54.887695,-53.289883,5
-57.926704,-20.715408,4
30.65067,-47.736862,5
-23.620916,10.880636,2
-45.50614,-13.243934,4
54.77211,-41.922447,5
-29.414125,1.0364646,4
48.238087,45.637863,3
40.69196,-39.32682,5
-31.905502,86.08622,1
-19.356009,-40.05441,0
-11.647345,25.228098,4
-67.88827,48.73616,6
-17.946886,-2.919602,2
53.227093,-33.113262,5
-8.205118,43.842564,4
81.08154,-31.10351,5
46.762455,9.090058,4
-69.40116,43.36283,6
25.823725,-85.17317,5
-70.49539,-8.516903,6
-20.793892,-3.4979892,2
-19.706617,-40.307503,0
6.4140177,81.165085,2
18.337038,88.6202,2
2.073321,1.6411523,4
26.51999,-77.94385,5
-43.787323,-2.50531,4
-64.17523,37.4185,6
-10.538843,97.88784,4
-57.859447,10.644774,5
15.815587,4.3897743,4
-27.699333,-87.76253,0
-18.00083,75.44966,1
19.955154,38.43911,4
27.196594,-30.872206,5
-30.507812,2.8892171,4
-101.691826,-4.918901,6
-14.235404,94.64511,4
0.7721666,-30.366745,4
-6.378837,64.73029,4
67.356636,18.092775,4
5.660937,-13.902468,4
-28.636337,-85.10848,0
35.95837,11.075412,4
-85.87076,14.597772,1
15.628844,41.93791,4
-87.17372,28.596178,1
-83.879486,-15.629991,6
-14.105952,-94.96962,0
-29.989569,38.624126,4
-3.6270294,16.58453,2
79.16669,34.471672,2
-28.23452,29.699116,4
66.99188,17.856985,4
-0.13609564,-71.36564,5
22.529646,74.32992,2
78.61852,-31.711609,5
48.416756,-39.782963,5
6.651406,36.940765,4
-7.646631,52.331787,4
22.239191,-78.985275,5
