tsne_1,tsne_2,kmeans_label
-56.152714,-18.886667,4
84.87736,-24.814047,5
-57.985645,9.81343,5
-12.260079,41.959137,4
41.69568,44.39654,3
-63.627247,-44.164288,5
5.0400124,-11.506444,4
53.84743,-36.99738,5
-58.09326,-58.008373,5
-8.693604,-48.37521,0
47.93136,-30.550648,5
-25.332071,-14.160453,4
-86.46617,10.879448,1
-8.425629,50.957634,4
-56.99919,-18.82503,4
53.010036,-45.0795,5
-1.7194862,-74.642265,5
3.1936412,-17.662481,4
44.43719,47.627228,3
-59.667126,28.474329,6
47.027622,-33.205593,5
-21.374989,-62.02446,0
32.74227,23.40935,4
52.100018,-45.307552,5
55.828423,-36.194702,5
97.320435,18.704706,4
-88.00236,23.027693,1
9.464115,74.42873,2
-30.550022,29.313677,4
-63.826614,36.54394,6
11.654935,47.357906,4
51.000137,-21.065027,5
73.70544,1.645325,3
33.85753,4.8972034,4
47.977192,-30.319403,5
20.172403,-46.639267,5
2.4402733,-17.182978,4
42.863,-18.800177,5
20.369965,-80.95487,5
-34.71608,34.394806,4
-42.88109,12.211382,5
-7.2230935,-3.7279956,2
-45.02982,-74.95655,0
-12.292823,27.627771,4
-35.73401,59.821274,1
66.85793,-4.395086,3
23.554329,0.9928957,4
13.8533945,35.95438,4
-20.618425,-3.2375937,2
19.298574,38.915916,4
85.89966,-22.043346,5
-0.72598547,-32.42278,4
19.369806,11.704643,4
-89.81479,28.528654,1
3.6399603,-13.06757,4
27.658073,-1.7835246,4
34.941654,-8.025108,0
1.3153813,23.551725,4
52.647736,-48.848373,5
52.59119,-40.168392,5
20.5938,-35.733086,5
-21.392357,-83.562706,0
-29.320679,-62.084587,0
33.132175,-50.86585,5
35.186962,-42.808697,5
-83.09498,-6.8184714,6
52.403355,-46.048935,5
-24.60718,-13.929517,4
-56.76088,6.621214,5
-102.134476,-3.1878219,6
-72.24167,-42.39064,5
1.2185974,-15.552854,4
62.14378,22.301035,4
78.83354,34.16783,2
24.536736,77.60816,2
-68.8967,49.67895,6
-7.606191,-7.8903146,2
-38.921207,-28.159348,5
-18.984276,-34.650803,0
3.204332,69.908455,2
37.59035,-29.183529,5
38.378605,-27.315626,5
77.72331,33.69171,2
8.429966,83.9234,2
26.479033,-91.42616,5
3.4460409,-76.286064,5
65.33711,-1.8543545,3
-12.187317,25.129532,4
66.8971,21.830442,4
-36.83448,-5.0682235,4
29.862823,14.7517395,4
13.821039,49.19526,4
-35.191166,61.991085,1
44.739223,62.652534,3
-44.132713,-11.220396,4
-83.40761,10.232772,1
11.834511,4.9238014,4
9.049181,37.810814,4
-28.831436,-0.3718274,4
-31.691708,63.6133,1
22.239182,-78.98513,5
46.735176,65.50202,3
53.010105,-45.07955,5
17.58126,-26.622038,5
-27.32495,-88.567085,0
-29.791895,-62.33102,0
-88.86224,28.736012,1
-1.4521583,-32.84474,4
42.995754,-51.343327,5
-27.63559,-88.58901,0
31.05605,22.169292,4
16.281944,-43.47127,5
-61.596565,29.513968,6
25.70713,40.182003,4
28.928164,15.3933735,4
-69.68939,-42.52832,5
-0.9483145,-73.447075,5
-1.7648624,4.905862,4
-44.28228,-29.685642,5
-65.24478,-44.162148,5
12.8233385,71.89232,2
22.036858,47.184574,4
18.267515,-38.87486,5
36.76335,6.8660254,4
49.825848,-26.329256,5
-35.914948,-6.015951,4
-11.105783,44.855293,4
50.284504,-44.58271,5
0.29548058,-75.08834,5
43.32362,39.58722,3
-67.559975,44.776142,6
-25.883326,-16.173304,4
24.702545,39.718643,4
25.812355,-26.006504,5
46.8157,-22.521666,5
-31.329798,28.481544,4
29.519232,-79.886604,5
-4.4957952,15.359376,2
7.86692,75.80527,2
64.173195,19.478569,4
21.307627,-84.94198,5
-69.989235,-42.477337,5
-28.099516,-58.83461,0
-61.71987,38.13965,6
27.616127,-39.814934,5
39.34328,-50.4272,5
-102.36928,-0.6433533,6
-60.859352,29.756056,6
41.26816,-45.706013,5
41.959835,-28.75501,5
-29.522602,2.8831081,4
-55.052948,10.928186,5
39.294197,-43.41149,5
-56.36004,-52.437572,5
-5.332657,-32.397568,4
-39.550175,-44.35499,5
-69.31096,47.753075,6
30.098862,-78.80158,5
-60.158787,-24.85331,4
15.325808,-39.742077,5
42.70652,-19.703646,5
25.061535,-89.84835,5
44.70672,-25.670889,5
23.765387,-69.90956,5
-26.04362,-18.855755,4
28.60649,-73.758606,5
-57.161957,61.62852,1
-83.19804,-5.2252507,6
-6.3470306,14.187117,2
-0.12798242,-71.989235,5
68.23248,49.327778,3
74.4984,-3.706247,3
-19.645567,-33.807686,0
45.022755,68.33844,3
-37.6005,68.44268,1
32.6311,4.3182344,4
-9.858448,-46.842766,0
-83.56791,10.092734,1
45.941578,-55.408737,5
15.771399,3.4475338,4
-68.76407,46.687714,6
-103.373,-2.8414953,6
53.418976,-35.884438,5
-27.303001,34.283115,4
-13.754956,27.261696,4
66.01378,-2.1174552,3
31.520124,2.4393232,4
-31.74914,64.01815,1
-2.3414707,-62.81834,5
78.40899,33.586765,2
19.879059,-72.669426,5
8.614336,76.68051,2
-20.57318,-37.328354,0
-20.58761,10.857988,2
