delivery_time,customer_zip_code_prefix,order_month,order_year,customer_state
14.0,79640,2,2018,SP
37.0,59370,9,2017,RS
32.0,5041,12,2017,SP
35.0,76983,12,2017,MG
2.0,81820,6,2017,SP
13.0,89970,2,2018,MG
7.0,67118,8,2017,SP
8.0,30644,3,2018,SP
9.0,34700,2,2017,RJ
2.0,49095,7,2017,SP
13.0,18066,1,2018,PE
16.0,2613,2,2018,SP
13.0,2717,6,2018,MG
10.0,11082,11,2017,RJ
33.0,83350,8,2017,AM
5.0,58071,11,2017,SP
4.0,4530,3,2018,SP
21.0,3405,10,2017,RJ
28.0,3155,3,2018,SC
12.0,8235,10,2017,AC
7.0,6142,8,2017,SP
8.0,41630,4,2018,MG
6.0,14640,7,2018,RJ
4.0,46550,11,2017,SP
5.0,5887,5,2018,SP
6.0,6853,3,2018,SP
7.0,76720,4,2017,SP
8.0,58580,8,2018,RJ
20.0,64245,11,2017,MS
8.0,41280,6,2017,SP
11.0,11441,11,2017,SP
15.0,2342,6,2018,ES
4.0,38540,12,2017,SP
11.0,98005,6,2018,GO
10.0,26130,10,2017,SC
8.0,79601,3,2017,RJ
9.0,45436,5,2018,SP
18.0,59603,8,2018,SP
19.0,21236,12,2017,RJ
7.0,59700,8,2018,SP
15.0,64218,11,2017,SP
3.0,4122,8,2018,SP
5.0,90460,5,2017,ES
27.0,65145,11,2017,RJ
4.0,41311,4,2018,SP
73.0,4068,2,2018,RJ
26.0,41770,3,2018,PE
3.0,41900,8,2018,SP
4.0,23028,9,2017,RJ
4.0,32150,7,2018,MG
18.0,29212,1,2018,SP
9.0,23911,12,2017,RJ
8.0,36255,7,2017,SP
7.0,30855,4,2018,SP
40.0,89282,3,2018,MG
18.0,51021,3,2018,RJ
11.0,7942,3,2018,PI
7.0,75080,5,2018,DF
22.0,93804,7,2018,SP
14.0,2017,3,2018,SP
17.0,37472,3,2018,CE
9.0,77600,6,2017,SP
4.0,5162,2,2018,SP
7.0,36036,4,2018,PR
19.0,45534,9,2017,SC
14.0,4617,10,2017,SP
3.0,84174,4,2018,SP
6.0,87502,6,2018,SP
5.0,1414,3,2018,SP
15.0,3820,2,2018,SP
12.0,15102,10,2017,ES
21.0,25821,5,2018,CE
3.0,83840,6,2018,MG
9.0,23830,6,2017,BA
15.0,32260,4,2018,DF
15.0,55750,9,2017,MG
15.0,57180,12,2017,MG
10.0,30130,10,2017,MG
20.0,84026,12,2017,RS
13.0,51345,3,2018,MG
15.0,72145,3,2018,PR
4.0,13209,11,2017,SP
9.0,88850,4,2018,SP
12.0,5176,1,2018,SP
12.0,8559,3,2018,SP
8.0,4555,7,2018,RJ
14.0,4003,1,2018,RS
8.0,85960,6,2017,SP
8.0,58103,1,2017,SP
16.0,35230,9,2017,PI
5.0,66025,5,2018,RJ
19.0,5207,12,2017,RJ
26.0,1216,6,2017,PE
20.0,76730,12,2017,MG
1.0,75094,7,2018,SP
6.0,97040,4,2018,SP
13.0,90110,12,2017,SP
9.0,57036,8,2018,RN
6.0,7997,5,2017,SP
6.0,35326,5,2018,SP
7.0,48860,11,2017,MG
6.0,28891,1,2018,SC
7.0,91430,4,2017,SP
15.0,13986,11,2017,GO
22.0,60341,2,2017,MT
24.0,17370,5,2018,MA
4.0,58740,5,2017,RS
11.0,31710,11,2017,ES
3.0,2130,3,2018,SP
18.0,65916,5,2018,SC
11.0,84320,6,2017,SP
15.0,4690,7,2018,SP
7.0,3515,12,2017,SP
5.0,3525,9,2017,MG
37.0,54515,11,2017,BA
4.0,63240,7,2018,SP
3.0,7914,5,2018,SP
7.0,12722,3,2018,SP
9.0,5435,8,2018,SP
18.0,38738,9,2017,RJ
17.0,72501,11,2017,PR
4.0,29308,10,2017,SP
39.0,22231,2,2018,MG
10.0,14070,4,2018,SP
11.0,6436,5,2017,RS
7.0,88804,5,2018,GO
9.0,78057,2,2018,SP
14.0,5687,12,2017,SP
14.0,46830,4,2018,PE
20.0,62820,5,2018,SP
17.0,77021,11,2017,SP
9.0,27570,2,2018,MG
18.0,65056,7,2017,BA
7.0,38706,4,2018,ES
14.0,58429,2,2018,SP
7.0,3165,1,2018,SP
32.0,29212,4,2017,SP
8.0,41620,8,2018,CE
20.0,4032,2,2018,CE
6.0,83560,8,2018,SP
11.0,58400,7,2018,DF
4.0,13603,7,2018,SP
6.0,3367,10,2017,MG
14.0,33035,8,2017,PR
2.0,90240,4,2018,SP
4.0,59360,7,2018,SP
6.0,58170,6,2018,SP
2.0,24431,4,2018,SP
11.0,39455,2,2018,RJ
28.0,70373,11,2017,CE
12.0,35064,8,2018,SP
14.0,56000,10,2017,GO
5.0,32641,5,2018,SP
9.0,13041,8,2017,MS
15.0,8080,9,2017,SC
26.0,5675,2,2018,SP
32.0,76930,2,2018,SC
22.0,57063,5,2017,AM
23.0,85819,12,2017,SP
104.0,95925,5,2018,SP
3.0,29171,6,2017,SC
24.0,36272,4,2017,SP
4.0,27913,1,2018,SP
7.0,41130,7,2017,SC
14.0,91720,7,2017,PE
13.0,60742,5,2018,MG
9.0,71020,4,2018,MG
7.0,16301,3,2018,MG
39.0,83414,4,2018,RS
7.0,99070,4,2018,SP
8.0,5706,7,2018,CE
2.0,66087,7,2017,SP
12.0,36650,11,2017,MG
2.0,2714,6,2017,SP
21.0,2723,4,2018,MT
6.0,73790,12,2017,SP
2.0,24456,8,2018,SP
13.0,27470,6,2017,SP
12.0,95730,10,2017,SC
27.0,85598,3,2018,PB
4.0,68695,2,2018,SP
5.0,13338,11,2017,SP
15.0,15970,3,2018,SP
7.0,3871,11,2017,SP
7.0,86410,6,2018,SP
13.0,2177,3,2017,RJ
7.0,26178,2,2018,SP
10.0,60341,6,2017,MT
11.0,51010,5,2018,RN
5.0,13710,5,2018,SP
4.0,64808,6,2018,SP
14.0,75071,9,2017,SC
4.0,1521,6,2018,MG
3.0,72145,7,2018,PR
15.0,3759,1,2018,PE
15.0,9682,3,2017,PI
12.0,1004,11,2017,SC
22.0,53110,2,2017,RN
27.0,12951,5,2018,SC
14.0,8021,9,2017,RJ
16.0,79070,5,2017,PR
1.0,4101,6,2018,SP
14.0,40253,7,2017,CE
11.0,20735,8,2018,PR
14.0,5438,6,2018,CE
6.0,67015,7,2018,PR
10.0,97032,10,2017,RS
2.0,74660,6,2018,RJ
36.0,2253,12,2017,GO
2.0,83411,12,2017,PR
17.0,85835,11,2017,MG
4.0,83250,8,2018,SP
8.0,36370,4,2018,SP
5.0,7813,7,2017,SP
20.0,24813,5,2018,CE
9.0,8735,11,2017,PR
14.0,5206,2,2018,SP
7.0,28230,5,2018,DF
7.0,34008,4,2017,SP
6.0,7251,8,2018,SP
19.0,58027,10,2017,RJ
21.0,69070,2,2018,SC
9.0,65706,10,2017,PR
11.0,22776,1,2018,ES
1.0,47806,2,2018,SP
11.0,39529,3,2018,SP
12.0,87709,4,2017,RJ
7.0,8275,5,2018,SP
11.0,16300,6,2018,SC
13.0,99265,5,2017,SP
11.0,4429,2,2018,SP
7.0,79841,2,2017,SP
10.0,13973,6,2018,RS
11.0,3370,4,2017,SP
2.0,97040,6,2018,SP
3.0,82100,4,2018,RJ
11.0,30570,8,2018,MG
9.0,36760,8,2017,MG
5.0,64212,1,2018,MG
5.0,4266,8,2018,SP
2.0,37775,5,2018,SP
11.0,7991,11,2017,RJ
13.0,86088,9,2017,RJ
3.0,76387,2,2018,SP
3.0,59182,5,2017,SP
10.0,6363,7,2018,SP
8.0,36404,4,2018,MG
14.0,75126,8,2018,SP
22.0,83045,7,2018,AM
7.0,62655,7,2018,TO
20.0,45936,11,2017,RJ
10.0,9435,4,2018,DF
8.0,70353,8,2017,RJ
12.0,18047,1,2018,SP
21.0,1317,10,2017,GO
6.0,8680,6,2018,SP
11.0,74270,10,2017,DF
7.0,95705,5,2017,SP
8.0,42708,6,2018,MG
11.0,35447,3,2017,SP
36.0,4733,1,2018,PA
1.0,3674,3,2018,SP
4.0,3564,12,2017,SP
15.0,18087,9,2017,SP
10.0,18602,12,2017,SP
27.0,71917,12,2017,MG
5.0,30285,8,2017,RS
17.0,96080,3,2018,SP
7.0,28899,5,2018,SC
6.0,12228,1,2018,MG
1.0,77310,8,2017,SP
3.0,11015,5,2017,RJ
12.0,3820,9,2017,SP
6.0,59955,8,2018,SP
7.0,4186,12,2017,SP
9.0,72917,7,2018,MG
9.0,5162,11,2017,SP
13.0,78559,10,2017,RJ
18.0,89663,12,2017,GO
11.0,23825,8,2018,MG
14.0,90470,1,2018,MG
5.0,5440,7,2018,SP
15.0,24457,5,2017,GO
8.0,85601,1,2018,SC
10.0,48010,5,2017,MG
9.0,6097,6,2018,SP
8.0,24431,2,2018,SP
2.0,75065,7,2018,SP
3.0,45810,7,2017,SP
17.0,71630,3,2018,BA
7.0,8321,10,2017,RJ
16.0,37860,2,2018,RJ
20.0,88485,12,2017,SC
7.0,36887,8,2018,MG
13.0,5117,1,2018,MG
26.0,12042,1,2018,SP
5.0,7032,1,2018,SP
1.0,77310,7,2017,SP
7.0,18620,4,2017,SP
9.0,3005,7,2017,RJ
15.0,97035,7,2017,PA
42.0,23028,2,2018,RJ
9.0,37245,4,2018,SC
10.0,89053,5,2017,RJ
11.0,18201,4,2018,SP
9.0,77423,2,2018,SP
12.0,64060,6,2018,RJ
11.0,76926,6,2018,SC
5.0,18702,6,2017,SP
12.0,36165,7,2017,PR
6.0,5847,10,2017,DF
8.0,7851,3,2017,SP
9.0,62800,12,2017,SP
12.0,46810,12,2017,PR
3.0,7052,3,2018,SP
7.0,3653,7,2017,SP
3.0,2337,5,2018,SP
8.0,13602,6,2018,PE
4.0,2540,5,2017,SP
15.0,75528,4,2017,SP
8.0,39625,8,2018,RS
8.0,5707,3,2018,MG
1.0,18700,7,2018,SP
6.0,12236,7,2018,RS
17.0,63870,5,2018,CE
6.0,12924,6,2018,SP
8.0,2262,8,2018,SP
8.0,40460,12,2017,SP
6.0,89275,6,2017,SP
12.0,85303,1,2018,SP
15.0,62690,2,2017,AP
2.0,99712,3,2018,SP
9.0,55450,1,2018,SP
3.0,84264,7,2018,MG
11.0,64211,1,2017,RJ
1.0,5206,11,2017,SP
2.0,8382,4,2018,SP
24.0,24466,6,2017,BA
17.0,88360,6,2018,SP
8.0,2010,7,2018,BA
6.0,18134,11,2017,RJ
9.0,99070,1,2018,SP
8.0,96330,3,2018,SP
4.0,56828,5,2017,MG
3.0,72502,11,2017,SP
15.0,13276,9,2017,ES
31.0,70238,4,2018,SP
7.0,38406,10,2016,MG
5.0,3564,5,2018,SP
11.0,6711,5,2017,TO
7.0,5114,8,2018,PE
20.0,75440,1,2018,TO
7.0,66823,2,2017,SP
16.0,85506,9,2017,RS
9.0,26084,3,2018,SP
14.0,88763,3,2018,PR
4.0,31050,3,2018,SP
21.0,89285,1,2017,RJ
2.0,15155,5,2018,SP
18.0,12902,12,2017,RJ
4.0,27523,2,2018,SP
7.0,3963,8,2018,SP
9.0,85909,6,2018,RS
11.0,91240,8,2018,PR
3.0,4309,8,2017,MS
9.0,56326,1,2017,PR
6.0,98010,7,2018,RS
31.0,85650,2,2017,SC
9.0,9260,11,2017,SP
15.0,77780,2,2018,ES
11.0,74665,4,2018,SP
15.0,12230,8,2017,PR
8.0,12287,10,2017,RS
4.0,83070,4,2018,SC
3.0,31930,8,2018,SP
12.0,48840,2,2018,RJ
18.0,47850,2,2018,MG
30.0,88805,9,2017,AM
4.0,26116,3,2018,SP
5.0,89805,5,2018,MG
21.0,89285,1,2017,RJ
15.0,76935,3,2018,SC
4.0,75804,9,2017,SP
15.0,76982,7,2018,PI
14.0,28880,4,2018,SC
6.0,3063,5,2017,RJ
4.0,92440,7,2018,SP
4.0,39995,7,2017,SP
6.0,57570,8,2018,RJ
7.0,1307,8,2018,DF
4.0,1330,5,2018,SP
5.0,32611,5,2018,SP
10.0,74450,1,2018,SP
7.0,78785,4,2018,GO
6.0,89765,8,2018,SP
17.0,60543,11,2017,RJ
13.0,24120,11,2017,RS
16.0,80530,5,2017,BA
23.0,95588,4,2017,BA
6.0,96010,4,2018,MG
26.0,76235,5,2017,MA
4.0,36309,1,2018,DF
15.0,36036,2,2018,PR
5.0,37469,4,2018,SP
17.0,2407,4,2018,SC
11.0,4141,1,2018,RS
6.0,1015,8,2018,SP
7.0,86803,5,2018,MG
7.0,26551,7,2018,SP
2.0,74987,1,2018,SP
15.0,72814,11,2017,SP
3.0,76825,12,2017,SP
7.0,82115,3,2017,PR
11.0,65935,7,2017,SP
19.0,7181,3,2018,PR
18.0,96842,1,2018,RS
18.0,38800,6,2018,RJ
6.0,9850,4,2018,DF
19.0,94100,2,2018,GO
28.0,99042,9,2017,BA
19.0,3573,10,2017,RJ
5.0,8795,3,2017,RJ
3.0,3690,10,2017,SP
17.0,11060,10,2017,PI
8.0,57480,4,2018,MG
12.0,58028,8,2017,PB
7.0,86716,7,2017,RS
4.0,36570,8,2018,SP
13.0,65074,6,2017,RJ
9.0,4309,1,2018,MS
2.0,4460,11,2017,SP
26.0,70239,7,2018,MA
5.0,75071,7,2017,SC
4.0,41311,6,2018,SP
18.0,4357,5,2018,RJ
5.0,79905,8,2018,SP
11.0,25956,5,2018,SP
12.0,81530,5,2017,MG
7.0,13221,7,2018,MG
22.0,3577,2,2018,MT
5.0,79600,12,2017,SP
7.0,87711,12,2017,SP
6.0,90420,8,2017,PE
3.0,36606,3,2018,SP
5.0,13145,4,2018,SP
9.0,37410,5,2018,SP
7.0,13490,6,2018,SP
12.0,18110,8,2017,SP
12.0,69042,9,2017,PE
5.0,5423,7,2018,MG
14.0,38610,6,2018,BA
3.0,89888,7,2017,PR
13.0,95650,12,2017,SP
11.0,4744,6,2017,RJ
3.0,53160,4,2017,RJ
20.0,97546,8,2018,SP
8.0,89202,3,2018,RS
10.0,88470,5,2017,MG
1.0,50020,4,2018,SP
7.0,36201,3,2017,SP
6.0,12924,3,2018,SP
10.0,88865,2,2017,SP
7.0,72329,7,2018,RS
6.0,95840,11,2017,MG
17.0,8760,2,2018,BA
4.0,20051,12,2017,SP
10.0,74423,6,2018,MG
3.0,5051,8,2018,RJ
23.0,4512,4,2018,MS
6.0,57160,7,2018,SP
8.0,97900,7,2017,RJ
11.0,61932,9,2017,SP
1.0,19015,3,2018,SP
12.0,89690,6,2018,SC
12.0,11666,4,2018,PI
7.0,9400,5,2018,PR
26.0,74450,12,2017,SP
16.0,7061,5,2018,SP
9.0,4466,12,2017,SP
10.0,39817,5,2017,RJ
14.0,59178,4,2018,PR
14.0,79040,2,2018,SP
5.0,44056,4,2018,SP
2.0,2124,7,2017,SP
3.0,75074,6,2017,SP
11.0,36893,5,2017,SP
30.0,8062,2,2018,PA
12.0,5547,5,2018,MG
10.0,17360,6,2018,MG
10.0,6418,4,2018,PR
38.0,19575,2,2018,MA
11.0,93525,7,2017,RJ
17.0,89509,12,2017,RN
16.0,8506,11,2017,RJ
38.0,29830,10,2017,BA
16.0,2613,4,2018,SP
15.0,85580,11,2017,RJ
5.0,21870,1,2018,MG
9.0,68488,11,2017,SP
6.0,99020,6,2018,RS
7.0,90430,7,2018,SP
8.0,76821,1,2018,PR
8.0,37190,6,2017,GO
2.0,3653,5,2017,SP
3.0,44057,12,2017,SP
25.0,58086,7,2017,GO
16.0,20761,5,2018,SP
17.0,8577,12,2017,CE
4.0,88338,6,2018,SP
7.0,14784,10,2017,MG
6.0,3474,7,2017,MG
14.0,76235,7,2018,MA
2.0,46550,7,2017,SP
10.0,59020,6,2018,RJ
11.0,37500,2,2018,PE
13.0,75110,8,2017,RS
5.0,72010,1,2018,SP
10.0,39527,5,2018,GO
8.0,89036,9,2017,SP
8.0,3945,4,2018,SP
8.0,38406,5,2018,MG
11.0,87390,5,2018,PR
4.0,93950,4,2018,SP
5.0,59090,1,2018,SP
3.0,75803,10,2017,SP
22.0,25065,12,2017,RS
13.0,5330,4,2018,SC
7.0,68372,6,2018,DF
8.0,89108,4,2018,SP
6.0,75044,9,2017,MG
5.0,7041,11,2017,MG
11.0,54250,3,2018,MG
30.0,60184,1,2018,SP
15.0,26420,6,2018,BA
9.0,2021,3,2018,SP
9.0,13857,11,2017,SP
3.0,65645,6,2017,SP
30.0,12919,6,2017,MG
9.0,4401,11,2017,SP
15.0,76926,5,2018,SC
17.0,77021,11,2017,SP
23.0,69089,3,2018,SC
53.0,35360,2,2018,RS
24.0,63765,3,2018,SP
14.0,35767,1,2017,GO
12.0,33120,5,2017,SP
9.0,9633,10,2017,DF
7.0,2514,4,2018,SP
18.0,63800,3,2018,ES
5.0,89400,5,2018,SP
11.0,5622,7,2018,GO
11.0,37713,6,2017,RJ
1.0,15115,11,2017,SP
13.0,12082,2,2017,SP
2.0,64290,9,2017,SP
20.0,52020,2,2018,SC
6.0,2246,6,2018,SP
6.0,58840,1,2018,SP
17.0,39530,3,2018,SP
10.0,43825,7,2017,RJ
5.0,14990,8,2017,SP
8.0,59810,11,2017,SP
12.0,5367,7,2017,SP
26.0,16360,5,2017,SP
9.0,38406,6,2018,MG
8.0,26193,9,2017,SP
17.0,53030,4,2018,RJ
5.0,23911,8,2018,RJ
6.0,68924,2,2017,MG
47.0,9850,7,2018,DF
13.0,91180,4,2017,RJ
17.0,83218,11,2017,PR
34.0,15062,12,2017,AM
9.0,26167,4,2018,RS
21.0,5117,1,2018,MG
13.0,72255,8,2017,BA
15.0,95580,11,2017,SP
6.0,76335,8,2018,SP
7.0,57520,6,2017,SP
6.0,71009,10,2016,SP
3.0,97920,12,2017,SP
11.0,57442,3,2018,SP
5.0,23820,12,2017,SC
21.0,4058,8,2017,MT
9.0,75110,10,2017,RS
13.0,64803,3,2018,RS
7.0,49690,1,2018,SP
8.0,64224,2,2018,SE
2.0,13454,2,2018,SP
5.0,74473,6,2018,SP
10.0,5023,5,2018,PR
3.0,5579,1,2018,SP
8.0,73813,7,2018,RS
5.0,71906,5,2018,SP
11.0,70344,9,2017,RS
4.0,32604,5,2017,SP
13.0,2167,11,2017,SP
6.0,9973,6,2018,RS
6.0,13419,8,2018,MG
8.0,91770,7,2017,RJ
6.0,32400,1,2018,RJ
9.0,13530,12,2017,SP
11.0,20270,12,2017,RS
7.0,27347,9,2017,MG
23.0,11081,4,2018,RJ
9.0,28893,10,2017,PI
14.0,40286,2,2017,SP
2.0,45800,9,2017,SP
2.0,63100,6,2017,PR
15.0,27336,1,2018,PA
17.0,55420,5,2018,MG
19.0,4843,5,2017,SC
5.0,89138,3,2018,SC
6.0,12216,1,2018,SP
9.0,80510,3,2017,SP
6.0,25070,5,2017,SP
1.0,9260,5,2018,SP
16.0,4567,1,2018,SP
14.0,89253,5,2017,MG
12.0,64245,7,2017,MS
13.0,5280,4,2018,MG
7.0,94440,2,2018,MG
7.0,82920,9,2017,MG
7.0,88900,4,2018,SP
16.0,3478,5,2017,SP
3.0,88868,6,2018,SP
9.0,79092,9,2017,RS
11.0,15130,7,2018,MG
6.0,95172,6,2017,MG
7.0,80510,7,2018,SP
8.0,29051,7,2018,MG
36.0,38702,3,2018,BA
2.0,3911,8,2018,SP
7.0,4535,8,2018,SP
4.0,4456,8,2017,SP
12.0,65335,3,2018,SC
39.0,13341,3,2018,RJ
4.0,17505,9,2017,SP
7.0,36670,7,2017,BA
7.0,21655,4,2018,SP
11.0,70344,12,2017,RS
13.0,12519,4,2018,RS
12.0,4068,5,2017,RJ
24.0,28896,4,2017,PA
14.0,4941,2,2018,MS
8.0,74535,10,2017,SP
3.0,12995,7,2017,SP
10.0,15775,10,2017,RJ
5.0,86813,6,2017,SP
11.0,39780,3,2017,MG
21.0,36620,12,2017,SP
22.0,19780,1,2018,RJ
21.0,66833,6,2017,PR
13.0,11085,11,2017,RS
8.0,9951,11,2017,SP
43.0,6233,11,2017,CE
4.0,4297,3,2018,SP
7.0,58225,10,2017,SP
5.0,4165,5,2018,BA
7.0,18745,8,2017,SP
10.0,88025,1,2018,ES
9.0,35565,5,2018,SP
1.0,3820,10,2017,SP
18.0,88763,4,2018,PR
2.0,48901,8,2017,SP
33.0,64212,3,2018,MG
7.0,49009,10,2017,SP
5.0,56328,2,2017,MG
17.0,74366,7,2017,SP
7.0,38819,1,2018,SP
10.0,35118,10,2017,GO
10.0,3802,5,2017,MS
11.0,13256,7,2018,RJ
9.0,48730,4,2018,MG
15.0,37131,2,2018,SP
21.0,5584,11,2017,SP
17.0,13360,9,2017,CE
15.0,12411,3,2018,MG
30.0,70253,2,2018,RJ
13.0,45607,11,2017,SC
13.0,2306,7,2018,SP
4.0,3409,6,2017,SP
16.0,13146,6,2018,RN
15.0,45655,3,2017,MG
21.0,75110,10,2017,RS
14.0,18013,3,2018,PR
11.0,72255,8,2018,BA
8.0,75855,6,2018,PR
12.0,1135,1,2018,SP
15.0,16403,11,2017,RJ
9.0,2306,1,2017,SP
14.0,12610,4,2017,MT
4.0,2315,2,2018,SP
12.0,17521,3,2018,SP
2.0,29132,8,2018,SP
12.0,66035,4,2017,RJ
8.0,89670,4,2018,RJ
12.0,3377,8,2018,SP
10.0,8130,11,2017,PR
2.0,7023,12,2017,SP
4.0,6010,7,2018,MG
5.0,96020,7,2017,SP
31.0,47760,2,2018,SC
7.0,1233,8,2017,SP
7.0,88060,3,2018,SP
12.0,65470,1,2017,SC
62.0,41185,2,2018,RJ
15.0,37115,10,2017,RJ
10.0,63113,4,2017,SP
9.0,66823,11,2017,SP
7.0,5687,5,2017,SP
4.0,4128,2,2018,SP
11.0,6343,6,2017,SP
7.0,48405,1,2017,SP
1.0,86036,5,2018,SP
17.0,85835,11,2017,MG
6.0,26113,2,2018,SP
7.0,34009,4,2017,SP
26.0,99020,2,2018,RS
6.0,9071,9,2017,SP
10.0,64870,4,2017,SP
15.0,40480,7,2017,GO
6.0,6142,9,2017,SP
11.0,26572,3,2018,SP
2.0,3958,8,2017,SP
6.0,91440,4,2018,SP
9.0,2350,10,2016,ES
3.0,49490,11,2017,RS
11.0,79840,10,2016,RJ
8.0,8295,8,2018,RS
2.0,23953,8,2017,SP
9.0,72150,3,2018,PE
5.0,56310,2,2018,SP
6.0,18700,7,2018,SP
11.0,17310,3,2017,RS
4.0,13170,6,2018,PR
18.0,6714,3,2017,PE
7.0,90640,1,2018,MG
10.0,4910,8,2018,PR
25.0,15470,6,2017,AP
14.0,62190,8,2018,RJ
3.0,65920,5,2018,SP
41.0,58338,11,2017,RJ
5.0,37590,8,2017,MG
12.0,20051,1,2018,SP
6.0,4186,8,2018,SP
14.0,21535,6,2018,RJ
11.0,13960,5,2017,SC
17.0,38735,5,2017,SP
21.0,63250,5,2018,RS
20.0,89885,11,2017,BA
33.0,5655,8,2017,SP
33.0,68450,10,2017,RN
50.0,70364,2,2018,PE
14.0,41195,10,2017,ES
6.0,89530,11,2017,SP
11.0,7786,8,2017,AC
8.0,70342,2,2017,SP
15.0,26535,4,2018,RJ
14.0,2631,6,2017,RJ
14.0,6463,7,2017,SP
12.0,39508,5,2018,MS
16.0,44460,9,2017,BA
2.0,36606,8,2018,SP
6.0,4298,12,2017,PR
5.0,83560,5,2018,SP
9.0,2525,11,2017,MG
11.0,57036,8,2018,RN
23.0,70293,5,2018,CE
17.0,29162,9,2017,RJ
38.0,28913,2,2018,SP
8.0,58700,10,2017,PR
22.0,79230,1,2018,CE
10.0,21625,1,2017,SP
27.0,23515,6,2017,BA
8.0,59122,3,2018,MG
11.0,34545,5,2018,MT
4.0,69085,6,2018,SP
14.0,56306,5,2018,SP
7.0,4035,12,2017,SP
9.0,79990,10,2017,SP
8.0,12285,8,2018,DF
19.0,16200,2,2018,RJ
12.0,9689,1,2018,RS
5.0,29199,11,2017,PR
5.0,8441,11,2017,SP
22.0,66035,10,2017,RJ
4.0,87250,6,2018,SP
7.0,72535,5,2017,RS
3.0,5397,11,2017,SP
15.0,67145,3,2018,MG
16.0,39370,12,2017,SP
8.0,26526,5,2018,RS
14.0,13385,11,2017,SP
12.0,8580,8,2017,RS
9.0,48705,7,2017,SP
3.0,70800,8,2018,SP
10.0,72583,1,2018,SP
36.0,71882,12,2017,RJ
10.0,88356,11,2017,SP
9.0,3691,3,2017,PR
24.0,65077,10,2017,MA
11.0,4602,5,2017,SP
3.0,7902,8,2017,RJ
43.0,3936,3,2017,BA
9.0,9688,1,2018,SP
32.0,3877,7,2018,BA
4.0,7092,4,2018,SP
11.0,23028,6,2017,RJ
11.0,7401,2,2018,SC
17.0,76630,12,2017,SC
9.0,26587,1,2017,BA
5.0,86080,4,2017,RJ
1.0,18301,6,2018,SP
5.0,7997,8,2018,SP
15.0,85958,12,2017,SP
3.0,19880,7,2018,SP
2.0,46550,8,2018,SP
7.0,17810,8,2017,SP
25.0,23028,1,2018,RJ
13.0,63160,12,2017,PB
22.0,85605,2,2018,SP
8.0,21833,8,2017,SP
3.0,60867,10,2017,SP
13.0,57330,6,2018,RS
11.0,43815,4,2017,SP
8.0,25902,3,2017,SC
8.0,79700,4,2018,RJ
13.0,59076,2,2018,SP
15.0,93601,7,2018,SC
17.0,5573,3,2018,BA
12.0,3279,11,2017,BA
6.0,9992,7,2018,SP
25.0,3085,9,2017,RJ
18.0,2022,8,2018,AL
19.0,49090,4,2018,RJ
11.0,2989,5,2017,SP
43.0,63590,3,2018,RJ
16.0,98200,7,2018,RS
6.0,2114,3,2018,RJ
3.0,4162,5,2018,SP
15.0,15890,11,2017,GO
24.0,90020,12,2017,RJ
8.0,4929,8,2017,MG
8.0,64290,10,2017,SP
15.0,95860,2,2017,RS
20.0,86072,11,2017,SP
36.0,75110,8,2017,RS
31.0,65393,4,2017,PR
7.0,58305,6,2018,SP
5.0,3063,5,2018,RJ
2.0,46550,7,2018,SP
8.0,23970,9,2017,MG
3.0,2971,6,2017,SP
5.0,32180,7,2017,SP
14.0,38067,5,2018,SP
7.0,86604,10,2017,SP
8.0,36328,10,2017,SP
4.0,83820,3,2017,SP
14.0,4937,5,2017,DF
30.0,38045,11,2017,SC
10.0,89030,12,2017,PR
4.0,4324,8,2018,SP
10.0,3971,7,2018,PR
48.0,29650,3,2017,AL
21.0,4415,10,2017,AL
20.0,27515,9,2017,RS
12.0,4625,6,2017,RJ
8.0,81070,7,2018,ES
11.0,4633,11,2017,SP
14.0,17250,4,2017,PR
7.0,74450,3,2018,SP
6.0,95010,6,2017,SP
11.0,46430,8,2017,ES
6.0,1209,2,2018,PR
16.0,5397,4,2017,SP
5.0,13995,6,2018,SP
6.0,67110,5,2018,SP
9.0,36570,11,2017,SP
8.0,12170,7,2018,SP
3.0,89162,4,2018,SP
7.0,21240,4,2018,DF
4.0,88066,6,2018,SP
19.0,14500,6,2017,RJ
11.0,2279,12,2017,SP
13.0,57520,1,2018,SP
12.0,83302,11,2017,SP
8.0,13060,1,2018,SP
2.0,21550,5,2018,SP
15.0,44920,5,2018,MA
18.0,6501,10,2017,PR
15.0,29046,1,2018,PR
9.0,96490,1,2018,MG
2.0,13490,9,2017,SP
9.0,18707,4,2018,SC
13.0,57640,11,2017,SP
11.0,13807,3,2018,SP
7.0,46690,6,2018,SP
12.0,74655,2,2017,SP
25.0,26440,2,2018,RJ
30.0,23025,2,2018,RJ
5.0,4619,9,2017,MG
28.0,3527,1,2018,ES
6.0,13318,7,2018,SP
40.0,28685,11,2017,PE
13.0,88430,3,2018,RJ
14.0,37405,5,2017,GO
5.0,79415,7,2017,SP
6.0,4470,7,2018,MG
9.0,31070,12,2017,SP
10.0,18217,8,2017,MG
39.0,4549,6,2018,BA
2.0,95960,8,2018,SP
15.0,45455,2,2018,SP
1.0,25610,5,2018,MG
11.0,58429,11,2017,SP
24.0,50741,11,2017,MG
12.0,18707,3,2018,SC
9.0,44892,4,2018,SP
4.0,22733,1,2018,SP
10.0,86070,11,2017,SP
14.0,5621,10,2017,RS
15.0,48730,1,2017,MG
15.0,89970,3,2018,MG
