delivery_time,customer_zip_code_prefix,order_month,order_year,customer_state
20.0,4760,12,2017,PA
6.0,26540,5,2018,RJ
3.0,64804,3,2018,SP
15.0,4383,11,2017,RS
16.0,48609,8,2017,MG
7.0,5704,5,2018,SP
7.0,74476,8,2017,SP
15.0,3543,9,2017,PR
39.0,95630,1,2018,RJ
13.0,81460,10,2017,MG
3.0,71937,4,2018,SP
15.0,35140,2,2018,RJ
16.0,70741,5,2017,CE
11.0,66635,3,2017,SP
21.0,24737,2,2018,SP
10.0,18720,11,2017,SP
7.0,63165,4,2018,GO
1.0,38730,1,2018,SP
8.0,83025,2,2017,SP
7.0,6526,1,2017,SP
10.0,30335,2,2017,SP
17.0,64079,6,2018,ES
8.0,23912,9,2017,RJ
9.0,3561,6,2017,SP
7.0,57304,6,2018,PE
13.0,13904,12,2017,RS
20.0,3553,2,2018,RJ
15.0,75828,5,2017,RS
10.0,55420,2,2018,MG
25.0,13476,4,2018,PB
3.0,22610,8,2018,SP
12.0,84263,10,2017,RS
18.0,72545,2,2018,MS
16.0,35140,2,2018,RJ
11.0,60752,2,2017,SP
11.0,36592,1,2018,PE
4.0,4202,3,2018,SP
21.0,82920,2,2018,MG
7.0,9850,6,2018,DF
8.0,15704,12,2017,SP
20.0,31260,2,2018,CE
14.0,45661,3,2017,SP
18.0,87950,5,2017,GO
7.0,9441,11,2017,PR
11.0,54730,6,2018,SP
11.0,88790,5,2018,MG
6.0,2143,7,2018,SP
8.0,35669,2,2018,RS
12.0,2860,8,2017,BA
5.0,7813,8,2017,SP
10.0,89708,7,2017,SP
3.0,11454,5,2018,SP
5.0,4206,8,2018,SP
16.0,68658,8,2017,RS
5.0,20231,5,2017,MG
7.0,3554,7,2018,SP
5.0,77820,8,2018,SP
8.0,36404,8,2018,MG
13.0,2181,5,2017,SP
16.0,89818,7,2017,RJ
10.0,3063,5,2017,RJ
3.0,41290,6,2017,RS
8.0,37485,6,2018,SP
13.0,36290,12,2017,SP
2.0,5525,6,2017,SP
22.0,45840,3,2018,RO
6.0,74840,4,2018,MG
20.0,84026,7,2017,RS
13.0,90520,6,2017,BA
24.0,58040,11,2017,MS
27.0,65631,3,2018,CE
12.0,4134,8,2018,SC
9.0,72546,5,2018,PE
9.0,26225,9,2017,SP
9.0,57040,2,2018,BA
10.0,19816,7,2018,MT
10.0,71967,6,2018,RS
32.0,1419,11,2017,CE
17.0,68665,10,2017,PE
19.0,72899,7,2018,SC
4.0,11542,8,2017,SP
5.0,16430,5,2018,MG
5.0,1549,5,2018,AL
7.0,15035,7,2017,MG
8.0,75131,4,2018,SP
2.0,16360,4,2018,SP
8.0,23063,2,2018,SP
24.0,89291,7,2018,MA
4.0,70730,8,2018,MG
12.0,9783,3,2018,RJ
2.0,44200,8,2018,SP
4.0,37718,7,2018,SP
6.0,8571,7,2017,MG
4.0,3029,7,2018,SP
10.0,15055,11,2017,MG
17.0,5707,1,2017,MG
7.0,89618,4,2018,BA
5.0,7813,8,2017,SP
16.0,54250,2,2018,MG
24.0,5730,7,2018,SP
13.0,41275,7,2017,SP
9.0,1243,10,2017,RJ
28.0,18707,3,2018,SC
1.0,92440,6,2018,SP
3.0,7745,6,2018,SP
9.0,39780,9,2017,MG
7.0,3081,2,2017,RS
8.0,7092,5,2017,SP
7.0,65500,11,2017,SP
12.0,2525,7,2018,MG
10.0,48860,12,2017,MG
9.0,5446,10,2016,SP
18.0,52150,6,2018,GO
17.0,6417,12,2017,SP
15.0,44072,9,2017,PE
9.0,58225,3,2018,SP
11.0,72145,1,2018,PR
23.0,94920,2,2018,DF
3.0,5056,6,2018,SP
28.0,50640,6,2018,AM
17.0,71503,12,2017,SP
4.0,17560,9,2017,MG
27.0,4846,3,2018,BA
14.0,79604,1,2018,PB
5.0,79804,2,2018,SP
7.0,36568,10,2017,SC
8.0,59060,7,2018,PR
3.0,5853,8,2018,SP
17.0,5573,3,2018,BA
14.0,13206,7,2018,AC
11.0,89015,5,2017,RS
27.0,39780,3,2018,MG
11.0,77600,10,2017,SP
11.0,60752,2,2017,SP
7.0,75801,1,2018,SP
2.0,87430,8,2017,SP
21.0,39530,1,2018,SP
15.0,76993,4,2017,RS
5.0,1224,3,2018,SP
6.0,6395,7,2017,SP
12.0,44009,11,2017,MG
12.0,99705,5,2018,SP
3.0,17010,5,2018,SP
10.0,68540,10,2017,SP
7.0,22740,7,2017,MG
14.0,79113,12,2017,SC
9.0,4013,11,2017,SP
7.0,14470,1,2018,SP
11.0,24934,3,2018,MG
11.0,41217,5,2018,RS
15.0,45055,3,2018,MG
4.0,37136,6,2017,MG
10.0,74953,5,2018,SC
28.0,8820,3,2018,BA
12.0,36860,4,2018,RS
11.0,29885,1,2018,BA
1.0,1035,8,2017,SP
3.0,4010,6,2017,SP
15.0,9130,8,2017,MG
15.0,16750,6,2018,MA
21.0,76730,3,2018,MG
72.0,5029,4,2018,AC
11.0,95920,11,2017,SP
5.0,15057,8,2017,SP
6.0,42820,10,2017,SP
4.0,13400,3,2018,SP
15.0,88117,3,2018,PE
15.0,11601,10,2017,RJ
22.0,99760,5,2018,MT
11.0,5350,6,2017,BA
7.0,5266,3,2018,SP
16.0,22770,11,2017,RJ
12.0,2516,12,2017,SP
7.0,7739,1,2018,MG
10.0,79785,11,2017,RJ
3.0,5353,7,2017,SP
8.0,96490,6,2018,MG
6.0,9623,2,2018,SP
19.0,64002,5,2018,MG
4.0,4945,1,2018,SP
7.0,3274,8,2018,SP
17.0,13602,2,2018,PE
10.0,95912,7,2017,RS
5.0,7092,2,2018,SP
12.0,77425,5,2018,SP
22.0,44460,4,2018,BA
15.0,7177,5,2018,RS
17.0,25267,12,2017,PR
11.0,5396,3,2018,SP
17.0,62265,5,2017,PA
10.0,71065,1,2018,SP
10.0,26540,12,2017,RJ
18.0,99855,10,2017,PA
15.0,13226,6,2017,CE
6.0,9160,5,2018,SP
7.0,36307,10,2017,MA
3.0,55305,6,2017,SP
20.0,17670,5,2017,BA
12.0,38240,10,2017,SP
13.0,40070,6,2017,ES
6.0,26261,2,2017,RJ
9.0,44005,3,2018,SP
16.0,14180,8,2017,RJ
4.0,89204,2,2018,SP
16.0,3478,5,2017,SP
24.0,76872,10,2017,SP
18.0,83560,6,2018,SP
14.0,23911,5,2018,RJ
15.0,44088,5,2018,MA
5.0,65062,7,2017,SP
4.0,78099,3,2018,MG
7.0,19030,7,2018,MG
27.0,39460,8,2017,RN
16.0,2266,7,2017,BA
9.0,95595,1,2018,MG
5.0,45991,3,2018,SP
19.0,15014,3,2018,RS
3.0,2363,6,2018,SP
5.0,31530,7,2017,MG
12.0,95703,3,2017,SP
3.0,6010,8,2018,MG
9.0,91180,10,2017,RJ
8.0,60541,6,2017,PI
13.0,62190,5,2017,RJ
5.0,4766,9,2017,SP
8.0,3645,4,2017,SP
18.0,85606,12,2017,SP
16.0,9411,7,2017,SE
1.0,76410,7,2018,SP
14.0,1240,8,2017,SP
5.0,99457,2,2017,SP
14.0,48440,7,2017,MG
12.0,48900,10,2017,GO
7.0,81460,1,2018,MG
7.0,86900,4,2018,SP
8.0,30644,3,2018,SP
10.0,2321,11,2017,MG
30.0,17230,6,2018,ES
13.0,19810,1,2018,RS
1.0,96925,5,2017,SP
5.0,68530,12,2017,SP
15.0,68525,3,2018,SP
6.0,18108,8,2017,MG
11.0,78049,3,2018,SP
19.0,55195,4,2017,ES
11.0,66635,3,2017,SP
8.0,89162,3,2018,SP
9.0,9651,9,2017,RJ
26.0,4068,7,2018,RJ
11.0,88704,6,2017,RJ
8.0,13880,2,2018,MG
5.0,96990,9,2017,SP
12.0,39520,6,2017,MG
4.0,64645,5,2018,SP
4.0,63100,7,2018,PR
8.0,3033,6,2017,SP
26.0,23510,12,2017,RJ
13.0,57040,3,2018,BA
4.0,79040,5,2018,SP
2.0,13337,8,2018,SP
5.0,25265,11,2017,SP
3.0,22776,1,2018,ES
23.0,96214,10,2017,SC
5.0,86290,4,2018,MG
5.0,4569,8,2017,SP
16.0,18707,11,2017,SC
7.0,78099,8,2018,MG
18.0,7197,3,2018,RJ
13.0,45880,8,2017,PR
16.0,40220,9,2017,RJ
11.0,35878,5,2018,RJ
15.0,36087,2,2018,DF
9.0,89511,2,2017,SP
7.0,21775,9,2017,MG
9.0,8680,1,2018,SP
8.0,54800,7,2018,PE
5.0,38700,1,2018,SP
2.0,55019,3,2018,SP
20.0,91349,2,2018,SP
6.0,25903,7,2018,GO
2.0,88380,7,2018,SP
4.0,35350,11,2017,SP
13.0,5741,5,2018,SP
8.0,4718,10,2017,SP
8.0,89835,8,2018,RS
13.0,1452,4,2017,ES
17.0,4664,11,2017,PA
11.0,46770,11,2017,RS
7.0,55410,10,2017,SP
6.0,30644,5,2018,SP
19.0,3261,10,2017,MT
9.0,25271,6,2017,RS
13.0,1512,12,2017,SP
9.0,39403,3,2017,SC
6.0,2464,5,2018,SP
7.0,70756,2,2017,RJ
9.0,55016,11,2017,MG
7.0,13872,11,2017,RS
7.0,3411,9,2017,SP
6.0,42710,7,2018,GO
22.0,2862,1,2017,AC
14.0,2757,11,2017,PR
18.0,5617,4,2017,PE
6.0,94035,7,2018,DF
15.0,26112,9,2017,BA
14.0,85806,10,2017,RS
5.0,11473,7,2017,SP
4.0,80510,8,2018,SP
1.0,63104,7,2017,SP
2.0,70716,7,2018,SP
9.0,89213,2,2017,ES
10.0,38735,3,2017,SP
15.0,72850,6,2017,BA
10.0,11090,9,2017,MG
11.0,26193,3,2018,SP
12.0,27135,6,2017,RS
8.0,13482,8,2018,SP
10.0,22031,7,2018,SP
17.0,32072,2,2018,MG
2.0,83414,12,2017,RS
56.0,88708,2,2018,RJ
5.0,83411,8,2018,PR
12.0,44670,8,2017,SP
8.0,77016,3,2018,MG
11.0,6618,5,2018,MS
9.0,85851,1,2017,SP
6.0,55420,7,2018,MG
6.0,68924,2,2017,MG
8.0,58580,7,2018,RJ
3.0,7085,6,2018,SP
15.0,47310,6,2018,RJ
7.0,7789,7,2018,SP
4.0,40040,4,2018,SP
7.0,32430,2,2018,SP
11.0,14800,8,2018,MG
5.0,95775,5,2017,SP
9.0,4437,7,2018,RS
17.0,72885,11,2017,SC
9.0,31980,12,2017,SP
5.0,99062,8,2018,SP
12.0,7841,10,2017,MG
13.0,87430,2,2018,SP
9.0,91790,12,2017,SP
23.0,8130,3,2017,PR
10.0,63180,8,2018,SP
7.0,6835,7,2018,ES
15.0,12601,6,2018,PR
10.0,13977,3,2018,SP
2.0,95335,5,2018,SP
7.0,76160,12,2017,SP
28.0,72920,3,2018,RR
5.0,70277,4,2018,SP
13.0,17280,6,2017,SC
9.0,4473,11,2017,BA
6.0,95948,7,2018,PR
5.0,2216,11,2017,SP
6.0,5086,7,2017,SP
7.0,95052,10,2017,SP
10.0,45443,5,2017,SP
9.0,37775,1,2017,SP
8.0,3154,4,2018,DF
14.0,78237,10,2017,SP
9.0,3646,2,2018,SP
5.0,59324,5,2017,SP
8.0,36415,11,2017,SP
6.0,46875,6,2018,SP
19.0,72535,12,2017,RS
16.0,6013,4,2017,RO
14.0,62190,3,2018,RJ
23.0,28070,6,2017,RS
10.0,34740,7,2017,DF
7.0,55016,9,2017,MG
14.0,4937,5,2017,DF
16.0,53625,10,2017,MG
19.0,88010,8,2017,RS
5.0,40300,3,2018,SP
9.0,25575,4,2018,RJ
19.0,3281,2,2018,MS
8.0,78080,5,2018,SP
8.0,51345,6,2018,MG
25.0,96211,1,2018,CE
14.0,2631,6,2018,RJ
11.0,41613,12,2017,SP
4.0,4743,1,2017,SP
3.0,88040,2,2018,SP
7.0,4376,6,2018,GO
13.0,20230,8,2018,MT
12.0,14640,5,2017,RJ
16.0,4734,4,2018,RJ
4.0,11497,4,2018,SP
6.0,64645,8,2018,SP
14.0,76842,4,2018,RJ
4.0,81010,8,2017,PR
4.0,55641,4,2018,SP
12.0,50741,11,2017,MG
9.0,71530,5,2018,SP
3.0,79320,11,2017,SP
4.0,86070,4,2018,SP
6.0,39205,6,2018,SP
17.0,35270,4,2018,GO
13.0,83408,5,2018,RJ
10.0,88704,2,2018,RJ
21.0,16340,7,2018,MG
10.0,78120,9,2017,MG
6.0,14802,8,2017,MG
11.0,68025,3,2017,MG
7.0,90650,5,2017,SP
6.0,74665,1,2018,SP
11.0,81315,1,2018,RJ
16.0,3552,7,2018,GO
12.0,65755,6,2018,BA
13.0,65072,9,2017,RJ
10.0,9603,1,2018,MG
18.0,87550,12,2017,MG
5.0,13502,5,2018,SP
10.0,70756,4,2018,RJ
7.0,4455,8,2018,ES
2.0,90250,4,2018,SP
13.0,65066,7,2017,SP
11.0,3475,11,2017,SP
12.0,30662,6,2017,SP
11.0,70648,2,2018,SP
7.0,95795,8,2017,SP
9.0,2021,3,2018,SP
20.0,58410,2,2018,RS
9.0,60842,2,2018,MG
29.0,56140,4,2018,RJ
2.0,36013,7,2018,SP
14.0,99709,8,2017,AL
6.0,8412,4,2018,SP
2.0,5210,1,2018,SP
29.0,81315,12,2017,RJ
27.0,15105,4,2018,CE
4.0,59035,8,2017,SP
8.0,8593,7,2018,SP
8.0,82320,5,2018,SC
22.0,59032,10,2017,MT
9.0,7835,1,2018,RJ
11.0,86290,12,2017,MG
9.0,78335,6,2017,MG
17.0,13560,11,2017,SP
9.0,12509,7,2017,ES
26.0,70256,2,2017,AL
12.0,76720,2,2018,SP
2.0,11430,5,2018,SP
24.0,18707,12,2017,SC
11.0,54250,4,2017,MG
26.0,9850,1,2017,DF
5.0,72602,3,2018,SP
2.0,79104,5,2018,RJ
7.0,29198,9,2017,SP
10.0,85035,10,2017,MG
15.0,92420,9,2017,RS
7.0,3050,5,2018,MG
14.0,99490,4,2018,BA
10.0,65076,2,2018,SP
19.0,26420,10,2017,BA
2.0,1227,8,2017,SP
3.0,88338,7,2018,SP
10.0,3921,8,2018,SC
9.0,89652,6,2018,SP
14.0,13636,8,2017,MG
17.0,89209,1,2018,DF
6.0,38402,6,2017,DF
24.0,40470,12,2017,RS
18.0,65077,6,2017,MA
2.0,13482,12,2017,SP
40.0,58960,2,2018,SC
4.0,44574,4,2018,SP
18.0,19050,4,2018,MG
6.0,7012,10,2017,SP
13.0,37589,4,2018,SP
6.0,17025,6,2017,SP
3.0,24467,10,2017,SP
4.0,77993,2,2018,SP
19.0,65606,8,2017,MA
27.0,41825,9,2017,RS
7.0,37997,1,2018,MG
4.0,5502,3,2018,MG
14.0,86375,3,2018,GO
8.0,36784,11,2017,SP
6.0,31050,9,2017,SP
4.0,16950,3,2018,SP
3.0,6708,2,2018,SP
16.0,4854,1,2018,MG
3.0,3359,8,2017,PR
5.0,5106,12,2017,SP
4.0,58431,5,2017,SP
8.0,3154,8,2018,DF
9.0,13731,1,2018,RJ
7.0,3134,6,2018,PR
22.0,44730,3,2018,PR
8.0,26380,2,2018,SP
3.0,45263,6,2018,SP
21.0,6162,3,2018,SP
8.0,5546,8,2018,MG
11.0,54510,11,2017,SP
32.0,58071,11,2017,SP
8.0,70272,8,2017,RS
14.0,40717,9,2017,MG
3.0,36880,9,2017,SP
6.0,41720,8,2018,SP
10.0,65049,3,2018,SP
11.0,39404,10,2017,RS
8.0,29750,4,2017,SP
7.0,13820,1,2018,SP
8.0,18304,1,2018,SP
4.0,59012,2,2017,SP
4.0,6535,8,2018,SP
9.0,79415,1,2018,SP
11.0,40480,5,2018,GO
2.0,62910,4,2018,SP
8.0,86701,3,2018,RJ
10.0,12236,6,2018,RS
13.0,66095,2,2018,GO
13.0,62580,2,2018,MG
14.0,44565,7,2018,RJ
39.0,60120,2,2018,RJ
4.0,82940,8,2018,SP
9.0,39340,7,2018,RJ
8.0,77824,7,2018,SP
15.0,8590,8,2017,CE
5.0,87033,5,2018,PR
12.0,7849,1,2018,GO
13.0,31744,12,2017,RJ
12.0,59084,4,2017,PR
9.0,29187,9,2017,RJ
8.0,2185,1,2018,SP
1.0,19500,6,2018,SP
47.0,3881,3,2017,MT
17.0,32661,4,2017,SP
13.0,40230,8,2017,PR
8.0,61650,7,2018,SP
6.0,39560,5,2018,SP
14.0,74640,2,2018,SP
4.0,79040,2,2017,SP
17.0,4313,3,2018,SP
24.0,84925,1,2018,RJ
3.0,79903,3,2018,SP
4.0,15460,12,2017,SP
6.0,71915,5,2018,SP
11.0,31710,5,2018,ES
6.0,9692,11,2017,SP
15.0,12281,10,2017,PE
7.0,18086,7,2018,SP
12.0,24020,5,2018,RS
13.0,16050,6,2017,SE
19.0,7810,1,2018,ES
14.0,24934,12,2017,MG
3.0,8571,7,2018,MG
9.0,2631,6,2017,RJ
4.0,51350,8,2017,RJ
18.0,2919,12,2017,PA
10.0,16013,7,2017,MG
6.0,4425,1,2017,SP
7.0,59655,2,2018,SP
47.0,11453,11,2017,SP
20.0,6851,3,2017,BA
25.0,8533,3,2017,SE
18.0,4506,7,2017,SC
3.0,9160,11,2017,SP
13.0,69067,3,2018,RS
14.0,3107,7,2018,RJ
2.0,70422,5,2017,MG
10.0,71740,3,2018,SP
11.0,9854,1,2018,SP
5.0,71218,12,2017,SP
14.0,45992,3,2018,DF
13.0,39960,2,2018,SP
7.0,90460,2,2018,ES
4.0,77600,8,2018,SP
22.0,12081,5,2018,SP
11.0,54768,3,2018,SP
9.0,72308,11,2017,SP
7.0,7902,7,2017,RJ
16.0,3881,10,2017,MT
15.0,3016,9,2017,RS
7.0,42701,8,2017,SP
7.0,32920,7,2017,RJ
15.0,81750,2,2018,SP
10.0,79052,8,2018,PR
8.0,78745,3,2017,SP
28.0,58465,4,2018,MG
4.0,3440,8,2017,SP
11.0,36883,3,2017,MS
19.0,13731,7,2018,RJ
7.0,26084,11,2017,SP
18.0,60320,11,2017,RJ
12.0,54250,2,2017,MG
10.0,64080,11,2017,RJ
9.0,23525,10,2017,RJ
5.0,77750,6,2018,RJ
36.0,7784,2,2018,PR
10.0,55592,2,2018,BA
8.0,15320,2,2018,MG
1.0,60525,6,2018,SP
18.0,77780,4,2018,ES
10.0,30570,1,2018,MG
10.0,2631,6,2018,RJ
15.0,20745,1,2018,SP
14.0,66810,6,2017,RS
15.0,71927,7,2017,MG
13.0,59139,4,2018,MS
8.0,29735,8,2017,SP
17.0,19065,6,2018,RS
11.0,2136,12,2017,RJ
7.0,27515,5,2018,RS
13.0,79955,12,2017,RS
17.0,2755,3,2018,PR
15.0,87170,3,2018,BA
2.0,31170,7,2017,SP
14.0,1202,5,2017,MT
13.0,54250,3,2018,MG
8.0,44960,6,2018,SP
8.0,72925,12,2017,MG
9.0,39404,11,2017,RS
6.0,78240,7,2018,SC
6.0,62020,7,2018,SP
18.0,35544,4,2017,ES
17.0,31275,9,2017,SP
17.0,6826,8,2017,ES
10.0,31814,3,2018,SP
17.0,89694,8,2017,DF
13.0,59295,10,2017,RS
13.0,78330,5,2017,DF
17.0,2018,8,2017,DF
8.0,72813,4,2018,MG
31.0,4848,7,2017,PE
3.0,38470,1,2018,SP
13.0,36335,4,2018,MG
3.0,40226,5,2018,SP
30.0,68665,11,2017,PE
6.0,39874,9,2017,SP
8.0,57370,1,2018,MG
13.0,4089,10,2017,MA
6.0,7804,3,2018,SP
5.0,28860,1,2018,SP
13.0,65707,1,2018,MA
4.0,97690,11,2017,SP
7.0,55800,2,2018,SP
54.0,3718,3,2018,PA
9.0,30130,6,2017,MG
5.0,94120,4,2018,SP
15.0,94150,7,2018,BA
2.0,32420,7,2018,SP
29.0,88805,2,2018,AM
20.0,77780,9,2017,ES
24.0,42840,4,2018,RJ
4.0,26113,4,2018,SP
5.0,32315,7,2018,RS
10.0,59815,3,2018,SP
8.0,18105,2,2018,PR
11.0,8680,7,2017,SP
29.0,86702,1,2018,SC
8.0,29660,7,2018,DF
7.0,58421,12,2017,RS
9.0,66115,7,2018,SP
10.0,49910,6,2017,SP
4.0,25545,5,2018,SP
9.0,18060,3,2017,SP
1.0,71009,5,2017,SP
11.0,4543,7,2017,SP
23.0,9750,11,2017,BA
15.0,55345,4,2018,MT
2.0,74650,4,2018,SP
7.0,45920,6,2017,SP
11.0,5333,7,2018,PR
8.0,35738,7,2018,SP
14.0,30130,2,2017,MG
3.0,19028,7,2018,SP
21.0,33825,8,2018,SC
21.0,3573,11,2017,RJ
2.0,69079,6,2018,PR
22.0,18600,5,2018,PE
10.0,2213,5,2018,MG
32.0,20760,11,2017,RJ
5.0,2855,1,2017,PR
12.0,38240,10,2017,SP
7.0,58411,6,2018,SP
6.0,65042,10,2017,SP
5.0,4464,4,2017,SP
6.0,85063,6,2018,SP
13.0,75784,11,2017,CE
7.0,5019,6,2017,SP
9.0,72917,7,2018,MG
9.0,30455,8,2018,MG
11.0,63180,11,2017,SP
31.0,17017,6,2017,ES
11.0,82115,6,2018,PR
9.0,57071,6,2018,SP
2.0,3976,7,2017,SP
5.0,1239,4,2018,SP
5.0,70702,4,2018,SP
16.0,18050,6,2017,BA
15.0,62053,4,2017,AM
15.0,1103,1,2018,PR
19.0,5436,8,2017,RJ
13.0,58400,5,2018,DF
13.0,20051,11,2017,SP
22.0,50860,5,2017,DF
8.0,76960,5,2017,MG
5.0,97700,7,2018,PR
12.0,11664,7,2018,RJ
7.0,31652,6,2018,DF
6.0,27258,7,2018,SP
14.0,75833,3,2018,MG
16.0,29290,1,2018,RJ
12.0,3185,6,2018,SC
13.0,13870,1,2018,BA
24.0,2247,5,2018,SP
6.0,13843,2,2018,SP
14.0,81930,4,2018,RJ
8.0,4429,4,2018,SP
7.0,64090,11,2017,PR
14.0,42710,8,2017,GO
6.0,85603,10,2017,SP
16.0,81530,7,2017,MG
13.0,58640,5,2017,DF
11.0,75523,5,2017,RJ
4.0,13876,10,2017,SP
7.0,25545,9,2017,SP
5.0,3117,7,2018,SP
3.0,29048,5,2017,SP
5.0,4707,6,2018,SP
1.0,57061,7,2018,SP
23.0,5570,1,2018,CE
14.0,48700,4,2018,GO
11.0,28388,8,2018,BA
16.0,4252,1,2018,MG
6.0,13641,5,2018,SP
11.0,11600,4,2018,RS
7.0,45790,6,2018,MG
9.0,6142,4,2018,SP
7.0,21870,1,2018,MG
46.0,31275,2,2018,SP
21.0,3309,4,2018,MT
8.0,42843,4,2017,PR
21.0,13044,11,2017,RJ
15.0,66090,11,2017,SC
3.0,4768,10,2017,SP
14.0,21311,12,2017,CE
26.0,5705,7,2018,MA
20.0,4615,9,2017,RJ
8.0,79830,5,2017,SP
26.0,5754,2,2017,PR
4.0,37400,9,2017,SP
3.0,58804,10,2017,SP
5.0,70743,10,2017,SP
18.0,95115,12,2017,RJ
12.0,96214,5,2017,SC
25.0,24060,4,2018,DF
21.0,81290,5,2018,BA
15.0,8343,3,2017,SP
9.0,88904,7,2017,PE
16.0,66035,9,2017,RJ
19.0,89108,2,2018,SP
21.0,3553,3,2018,RJ
20.0,70373,2,2018,CE
9.0,66810,8,2018,RS
11.0,95572,4,2018,DF
11.0,70744,6,2017,SP
25.0,29192,3,2018,RJ
7.0,40150,10,2017,SP
15.0,18940,12,2017,RS
15.0,95800,5,2018,MG
13.0,78430,2,2018,PE
3.0,7025,7,2018,SP
11.0,12960,2,2018,SP
49.0,31814,12,2017,SP
4.0,8574,5,2018,PR
41.0,74460,2,2018,RJ
2.0,72017,11,2017,SP
2.0,5170,7,2018,SP
18.0,56180,3,2018,RJ
10.0,68628,5,2018,SP
3.0,62360,7,2018,SP
25.0,72308,4,2018,SP
16.0,3401,8,2017,RJ
10.0,99680,8,2018,SP
10.0,40720,6,2018,SP
9.0,45615,4,2017,RJ
17.0,44096,11,2017,MG
7.0,79040,7,2017,SP
9.0,72860,11,2017,RJ
1.0,3674,3,2018,SP
17.0,6693,3,2018,RJ
7.0,3063,7,2018,RJ
6.0,36155,4,2018,SP
21.0,56332,5,2018,SC
15.0,88810,4,2017,SP
7.0,96490,6,2018,MG
11.0,59071,10,2017,PR
15.0,21550,2,2018,SP
29.0,5092,2,2018,BA
5.0,6756,3,2018,SP
24.0,9895,4,2017,RN
8.0,6184,2,2018,SP
9.0,91230,5,2018,GO
27.0,9846,1,2018,PR
12.0,6327,11,2017,MG
2.0,3068,7,2018,SP
15.0,4846,1,2018,BA
8.0,3960,6,2017,RS
17.0,65091,9,2017,SP
20.0,13013,2,2018,CE
14.0,18690,11,2017,RS
22.0,16220,3,2018,MG
9.0,2253,5,2018,GO
7.0,3646,8,2018,SP
7.0,12380,9,2017,SP
2.0,70800,5,2017,SP
41.0,48110,3,2018,SP
5.0,7813,8,2017,SP
11.0,40391,1,2017,PR
12.0,16015,11,2017,RJ
5.0,2918,6,2018,SP
3.0,55800,1,2018,SP
17.0,60543,11,2017,RJ
6.0,56395,4,2018,MG
5.0,11497,7,2018,SP
3.0,56140,5,2018,RJ
13.0,26572,5,2017,SP
2.0,59598,5,2018,SP
3.0,59815,10,2017,SP
14.0,72545,10,2017,MS
12.0,26115,11,2017,SP
5.0,7784,4,2017,PR
8.0,15440,2,2018,SP
22.0,37560,12,2017,RJ
7.0,18087,3,2017,SP
2.0,64525,12,2017,RJ
11.0,58804,4,2018,SP
5.0,18602,6,2018,SP
13.0,58429,7,2018,SP
11.0,55410,4,2018,SP
8.0,70390,6,2018,SP
23.0,62053,7,2018,AM
24.0,15320,1,2018,MG
15.0,70719,7,2017,SP
13.0,58187,6,2017,RJ
3.0,13467,3,2017,MG
15.0,35930,1,2018,CE
7.0,5525,1,2018,SP
7.0,9445,6,2017,MG
10.0,32689,2,2018,SP
10.0,2881,4,2017,SP
10.0,23933,6,2018,SP
3.0,2636,11,2017,SP
10.0,69049,8,2017,GO
23.0,12930,1,2018,SC
27.0,60543,11,2017,RJ
2.0,8613,8,2017,SP
28.0,78430,3,2018,PE
17.0,85640,4,2018,SP
7.0,78335,4,2018,MG
13.0,88516,3,2018,SP
10.0,12850,6,2018,MG
32.0,45690,1,2018,RJ
1.0,69303,12,2017,SP
15.0,5889,2,2018,BA
7.0,94440,2,2018,MG
32.0,3401,2,2018,RJ
6.0,28333,1,2018,SP
10.0,9851,10,2017,SP
27.0,11960,9,2017,SP
7.0,16301,8,2017,MG
10.0,23911,8,2018,RJ
17.0,3527,11,2017,ES
21.0,4408,3,2018,RJ
8.0,82990,1,2018,SP
7.0,3378,3,2017,SP
25.0,75535,1,2018,BA
9.0,59378,8,2018,SP
7.0,74805,3,2017,SP
13.0,23070,11,2017,ES
31.0,37950,1,2017,RJ
7.0,66025,7,2018,RJ
9.0,79044,6,2018,SP
33.0,96407,4,2018,RJ
10.0,1243,5,2018,RJ
12.0,8321,10,2017,RJ
5.0,59700,8,2017,SP
10.0,29240,8,2018,RJ
19.0,4282,11,2017,RJ
13.0,66813,9,2017,RJ
9.0,13857,11,2017,SP
24.0,3406,1,2018,RS
11.0,24020,8,2017,RS
25.0,2538,5,2018,SP
4.0,5857,2,2018,SP
18.0,14804,3,2018,RN
4.0,75131,12,2017,SP
19.0,75106,6,2018,RJ
11.0,9434,10,2017,SP
4.0,5002,5,2017,SP
27.0,7432,9,2017,RN
13.0,40220,2,2018,RJ
4.0,55665,6,2018,SP
19.0,35703,6,2017,MG
2.0,5059,5,2018,SP
4.0,86825,11,2017,PR
3.0,7987,5,2017,SP
17.0,18230,10,2017,RJ
60.0,59770,12,2017,RJ
7.0,59022,8,2018,SP
13.0,15320,5,2017,MG
11.0,48710,8,2017,SP
9.0,26480,6,2017,SP
23.0,8770,2,2017,SP
6.0,18108,5,2018,MG
6.0,26535,3,2018,RJ
3.0,79906,8,2018,SP
8.0,24431,1,2017,SP
14.0,88501,2,2017,ES
14.0,3403,12,2017,DF
14.0,1048,3,2018,PR
5.0,84460,6,2018,SP
6.0,2523,9,2017,SP
18.0,17054,2,2018,MT
25.0,18277,7,2018,AL
11.0,7182,4,2017,RJ
22.0,6290,11,2017,RJ
33.0,64006,2,2018,RS
